# [1]Allele Frequency	[2]Depth	[3]Number of hets (median)	[4]Number of hets (25-75th percentile)
0.000000	22	0.020000	0.020000	0.020000
0.020000	19	0.040000	0.040000	0.040000
0.030000	11	0.020000	0.070000	0.070000
0.040000	10	0.080000	0.090000	0.090000
0.050000	5	0.100000	0.100000	0.110000
0.060000	9	0.120000	0.120000	0.120000
0.070000	7	0.090000	0.140000	0.140000
0.080000	6	0.120000	0.160000	0.160000
0.090000	12	0.130000	0.140000	0.180000
0.100000	6	0.160000	0.160000	0.200000
0.110000	6	0.160000	0.160000	0.230000
0.120000	4	0.200000	0.240000	0.250000
0.130000	1	0.220000	0.220000	0.220000
0.140000	3	0.180000	0.230000	0.290000
0.160000	4	0.110000	0.110000	0.140000
0.170000	6	0.140000	0.140000	0.140000
0.180000	2	0.280000	0.280000	0.370000
0.190000	4	0.140000	0.140000	0.380000
0.200000	7	0.400000	0.400000	0.410000
0.210000	6	0.120000	0.200000	0.370000
0.220000	1	0.070000	0.070000	0.070000
0.230000	2	0.360000	0.360000	0.370000
0.240000	3	0.250000	0.280000	0.490000
0.250000	4	0.500000	0.500000	0.500000
0.260000	2	0.330000	0.330000	0.390000
0.270000	5	0.130000	0.130000	0.280000
0.280000	4	0.000000	0.000000	0.020000
0.290000	3	0.000000	0.180000	0.490000
0.300000	1	0.020000	0.020000	0.020000
0.310000	3	0.070000	0.200000	0.520000
0.320000	8	0.070000	0.090000	0.410000
0.330000	2	0.160000	0.160000	0.660000
0.340000	5	0.140000	0.440000	0.550000
0.350000	2	0.470000	0.470000	0.660000
0.360000	2	0.140000	0.140000	0.180000
0.370000	10	0.140000	0.190000	0.190000
0.380000	11	0.190000	0.220000	0.680000
0.390000	3	0.190000	0.190000	0.630000
0.400000	3	0.050000	0.220000	0.700000
0.410000	9	0.000000	0.000000	0.000000
0.420000	5	0.000000	0.000000	0.020000
0.430000	5	0.250000	0.490000	0.550000
0.440000	4	0.140000	0.440000	0.570000
0.450000	1	0.140000	0.140000	0.140000
0.460000	2	0.460000	0.460000	0.780000
0.470000	2	0.120000	0.120000	0.570000
0.480000	3	0.130000	0.130000	0.130000
0.500000	2	0.070000	0.070000	0.490000
0.510000	2	0.070000	0.070000	0.090000
0.530000	1	0.090000	0.090000	0.090000
0.540000	2	0.070000	0.070000	0.070000
0.560000	2	0.000000	0.000000	0.000000
0.590000	1	0.390000	0.390000	0.390000
0.600000	1	0.020000	0.020000	0.020000
0.610000	2	0.200000	0.200000	0.290000
0.620000	1	0.020000	0.020000	0.020000
0.630000	1	0.410000	0.410000	0.410000
0.660000	1	0.550000	0.550000	0.550000
0.770000	2	0.200000	0.200000	0.200000
0.780000	2	0.230000	0.230000	0.340000
0.790000	1	0.330000	0.330000	0.330000
