CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	3837	5626	-	BdRTP5_007013-T1		g00025_19	90	345	4663
scaffold_1	7770	8717	+	BdRTP5_000001-T1		g00025_21	80	339	4229
scaffold_1	9652	11568	-	BdRTP5_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	14377	15623	+	BdRTP5_000003-T1		g01053_1	98	341	341
scaffold_1	16875	18684	+	BdRTP5_000004-T1		g01027_2	98	346	695
scaffold_1	18879	22190	-	BdRTP5_000005-T1		g00815_2	80	344	348
scaffold_1	23135	24760	+	BdRTP5_000006-T1		g00691_1	98	346	348
scaffold_1	24829	25416	-	BdRTP5_000007-T1		g04916	98	344	345
scaffold_1	25769	27758	+	BdRTP5_000008-T1		g01742	98	346	1038
scaffold_1	27644	30087	+	BdRTP5_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	29911	31868	-	BdRTP5_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	31970	33646	-	BdRTP5_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	34208	35818	+	BdRTP5_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	35852	41308	-	BdRTP5_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	48458	51913	-	BdRTP5_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	52018	52416	-	BdRTP5_000018-T1		g00397	98	346	1037
scaffold_1	54137	55369	-	BdRTP5_000019-T1		g00160_3	98	327	331
scaffold_1	58070	60685	+	BdRTP5_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	60765	64893	+	BdRTP5_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	65609	68074	+	BdRTP5_000022-T1		g00027_15	98	345	347
scaffold_1	68836	72395	+	BdRTP5_000023-T1		g00760_1	98	345	350
scaffold_1	72473	74773	+	BdRTP5_000024-T1		g02137	98	346	350
scaffold_1	74767	78109	-	BdRTP5_000025-T1		g00034_2	98	346	348
scaffold_1	78777	80249	-	BdRTP5_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	82052	83387	+	BdRTP5_000027-T1		g00528	98	344	346
scaffold_1	83399	87144	-	BdRTP5_000028-T1		g01711	98	346	349
scaffold_1	87242	88366	-	BdRTP5_000029-T1		g01786	98	345	688
scaffold_1	88673	90885	-	BdRTP5_000030-T1		g01786	98	345	688
scaffold_1	91484	92176	-	BdRTP5_000031-T1		g02596	98	346	347
scaffold_1	92232	92821	-	BdRTP5_000032-T1		g00017	98	346	346
scaffold_1	93452	95088	+	BdRTP5_000033-T1		g00460_2	98	346	1202
scaffold_1	95526	96486	-	BdRTP5_000034-T1		g02790	98	345	348
scaffold_1	96804	97669	+	BdRTP5_000035-T1		g00460_2	98	346	1202
scaffold_1	97698	100617	-	BdRTP5_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	100800	101398	-	BdRTP5_000037-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	101444	103471	-	BdRTP5_000038-T1		g00597_2	98	346	1042
scaffold_1	103753	105331	+	BdRTP5_000039-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	105349	106008	-	BdRTP5_000040-T1		g06005	98	343	344
scaffold_1	106107	109303	+	BdRTP5_000041-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	109800	111431	+	BdRTP5_000042-T1		g00027_82	98	346	676
scaffold_1	111479	112836	-	BdRTP5_000043-T1		g02042	98	345	346
scaffold_1	113735	117797	-	BdRTP5_000044-T1		g00942	98	346	678
scaffold_1	118017	119223	-	BdRTP5_000045-T1		g00942	98	346	678
scaffold_1	119516	120461	-	BdRTP5_000046-T1		g01350	98	346	1045
scaffold_1	121011	123734	-	BdRTP5_000047-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	123805	126140	+	BdRTP5_000048-T1		g00573_2	98	346	1046
scaffold_1	127332	132356	-	BdRTP5_000049-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	132334	133557	-	BdRTP5_000050-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	133835	138322	-	BdRTP5_000051-T1		g00047_5	98	345	686
scaffold_1	138674	139471	-	BdRTP5_000052-T1		g00047_5	98	345	686
scaffold_1	139406	147844	+	BdRTP5_000053-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	144767	147896	-	BdRTP5_000054-T1	GTP binding protein	g00568	98	346	1056
scaffold_1	149330	150478	+	BdRTP5_000055-T1		g00070	98	346	1251
scaffold_1	150704	151191	+	BdRTP5_007014-T1		g00070	98	346	1251
scaffold_1	151701	153313	+	BdRTP5_000056-T1		g02626	98	344	344
scaffold_1	153925	154981	-	BdRTP5_000057-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	155358	156607	-	BdRTP5_000058-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	157099	160120	-	BdRTP5_000059-T1		g00179_3	98	345	692
scaffold_1	160696	163535	+	BdRTP5_000060-T1		g00531	98	346	1417
scaffold_1	163674	166244	+	BdRTP5_000061-T1		g00026_223	80	346	8582
scaffold_1	166252	166691	-	BdRTP5_000062-T1		g03743	98	344	345
scaffold_1	166926	168972	+	BdRTP5_000063-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	169183	170841	+	BdRTP5_000064-T1		g00164	98	345	2131
scaffold_1	170946	173725	+	BdRTP5_000065-T1		g00164	98	345	2131
scaffold_1	173724	175668	+	BdRTP5_000066-T1		g03321	98	344	348
scaffold_1	175705	179201	-	BdRTP5_000067-T1		g00168_2	98	345	2842
scaffold_1	181608	182262	+	BdRTP5_000068-T1		g01113	98	345	948
scaffold_1	182696	184717	+	BdRTP5_000069-T1		g01113	98	345	948
scaffold_1	184811	186676	+	BdRTP5_000070-T1		g00074_3	70	128	128
scaffold_1	188270	189657	-	BdRTP5_000072-T1		g01709_1	98	342	343
scaffold_1	190208	192227	-	BdRTP5_000073-T1		g00099_2	98	343	344
scaffold_1	192577	194046	+	BdRTP5_000074-T1		g02366	98	344	347
scaffold_1	194337	195942	+	BdRTP5_000075-T1		g01049	98	346	1035
scaffold_1	196014	198590	+	BdRTP5_000076-T1	smg-9, nonsense mediated mRNA decay factor	g01155	98	345	668
scaffold_1	198693	200673	+	BdRTP5_000077-T1		g00099_3	98	345	684
scaffold_1	200669	201854	-	BdRTP5_000078-T1		g00532	98	346	1693
scaffold_1	201939	203082	+	BdRTP5_000079-T1		g00133_3	98	345	1029
scaffold_1	203079	205902	-	BdRTP5_000080-T1		g00099_3	98	345	684
scaffold_1	205899	207878	-	BdRTP5_000081-T1		g02009	98	343	343
scaffold_1	207989	208703	+	BdRTP5_000082-T1	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit dad1	g02566	98	344	686
scaffold_1	208567	210332	-	BdRTP5_000083-T1	Elongation factor 1-beta	g02566	98	344	686
scaffold_1	210650	214735	+	BdRTP5_000084-T1		g00355	98	344	701
scaffold_1	215515	217789	-	BdRTP5_000085-T1	transforming growth factor beta regulator 1	g00034_21	90	346	856
scaffold_1	218959	221524	+	BdRTP5_000086-T1		g01642	98	344	862
scaffold_1	221668	222237	-	BdRTP5_000087-T1	DNA-directed RNA polymerase III subunit RPC10	g01642	98	344	862
scaffold_1	222258	223119	+	BdRTP5_000088-T1		g01642	98	344	862
scaffold_1	223151	224115	-	BdRTP5_000089-T1		g00205_1	98	342	343
scaffold_1	224591	228077	-	BdRTP5_000090-T1	chaperone ATPase hsp78	g00310_2	98	345	686
scaffold_1	232377	235024	+	BdRTP5_000091-T1		g01208_1	98	344	383
scaffold_1	238650	240901	+	BdRTP5_000092-T1		g01840	98	345	353
scaffold_1	240981	242624	+	BdRTP5_000093-T1		g01277	98	345	1042
scaffold_1	243110	244077	-	BdRTP5_000094-T1		g00068_4	95	338	341
scaffold_1	244730	245641	-	BdRTP5_000095-T1		g01199	70	346	1778
scaffold_1	245886	247414	-	BdRTP5_000096-T1	Golgi to ER traffic- protein	g01199	70	346	1778
scaffold_1	247670	248462	-	BdRTP5_000097-T1	LYR motif-containing protein 5	g00920	98	345	1047
scaffold_1	248289	251162	+	BdRTP5_000098-T1	Peptidyl-prolyl isomerase cwc27	g00920	98	345	1047
scaffold_1	251125	255411	-	BdRTP5_000099-T1	DNA helicase rad5	g00920	98	345	1047
scaffold_1	255545	260365	-	BdRTP5_000101-T1	Cullin-2	g02086	98	344	687
scaffold_1	255916	256666	+	BdRTP5_000100-T1	30S ribosomal protein S12	g02086	98	344	687
scaffold_1	260864	262427	-	BdRTP5_000102-T1	ferrochelatase hem15	g00032_1	98	344	345
scaffold_1	262519	264679	+	BdRTP5_000103-T1		g00796	98	345	1040
scaffold_1	264420	267677	-	BdRTP5_000104-T1		g00796	98	345	1040
scaffold_1	266991	271537	+	BdRTP5_000105-T1	HEAT repeat-containing protein 2	g01137	98	345	352
scaffold_1	272673	278659	-	BdRTP5_000106-T1		g00032_4	98	345	1700
scaffold_1	277991	281341	+	BdRTP5_000107-T1	Leucine-rich repeat-containing protein 71	g00032_4	98	345	1700
scaffold_1	281373	282733	-	BdRTP5_000108-T1		g00032_4	98	345	1700
scaffold_1	282951	285713	+	BdRTP5_000109-T1		g01886	98	345	691
scaffold_1	285720	287515	-	BdRTP5_000110-T1		g00067_11	98	345	1038
scaffold_1	288010	291244	-	BdRTP5_000111-T1		g00253_2	98	345	1038
scaffold_1	290969	292658	+	BdRTP5_000112-T1		g00253_2	98	345	1038
scaffold_1	293318	294650	+	BdRTP5_000113-T1	ASF1 anti-silencing function 1	g00253_2	98	345	1038
scaffold_1	294756	296547	+	BdRTP5_000114-T1		g00822_1	98	343	345
scaffold_1	296541	298318	-	BdRTP5_000115-T1	Intraflagellar transport protein 43	g02531	98	343	345
scaffold_1	298319	299602	-	BdRTP5_000116-T1	DNA-directed RNA polymerase II subunit	g00822_2	98	341	345
scaffold_1	300358	302421	+	BdRTP5_000117-T1		g02404	98	344	347
scaffold_1	303276	306192	+	BdRTP5_000118-T1	Putative choline transporter, neither null mutation nor overexpression affects choline transport	g00026_168	90	335	335
scaffold_1	306457	311280	+	BdRTP5_000119-T1	Integrator complex subunit 2	g00273	98	345	689
scaffold_1	311208	317152	-	BdRTP5_000120-T1		g00273	98	345	689
scaffold_1	317622	319795	+	BdRTP5_000121-T1		g00096	98	345	3923
scaffold_1	319799	320834	-	BdRTP5_000122-T1	exosome non-catalytic core subunit rrp40	g00366	98	345	692
scaffold_1	323917	328513	+	BdRTP5_000123-T1		g01945	98	345	690
scaffold_1	327834	328961	-	BdRTP5_000124-T1		g01945	98	345	690
scaffold_1	330506	331966	+	BdRTP5_000125-T1		g00039_2	98	345	1323
scaffold_1	332417	333400	-	BdRTP5_000126-T1		g01614	98	344	684
scaffold_1	333805	336263	-	BdRTP5_000127-T1		g01614	98	344	684
scaffold_1	336771	337924	+	BdRTP5_000128-T1		g00026_112	98	341	341
scaffold_1	338395	339206	+	BdRTP5_000129-T1		g00269_4	98	345	1043
scaffold_1	339544	343379	+	BdRTP5_000130-T1		g00026_169	98	344	354
scaffold_1	343559	346210	-	BdRTP5_000131-T1		g00026_184	98	336	340
scaffold_1	346294	347965	+	BdRTP5_000132-T1		g01571	98	345	554
scaffold_1	349210	356710	+	BdRTP5_000133-T1		g00102_2	98	343	360
scaffold_1	356845	359287	-	BdRTP5_000134-T1		g01593	98	345	735
scaffold_1	359350	361671	+	BdRTP5_000135-T1	glucosyltransferase	g00516_1	98	345	957
scaffold_1	361650	364333	+	BdRTP5_000136-T1	spermidine resistance protein	g02107	98	343	347
scaffold_1	364346	365953	+	BdRTP5_000137-T1		g01239	98	346	697
scaffold_1	366246	367324	-	BdRTP5_000138-T1		g00269_4	98	345	1043
scaffold_1	367410	369878	+	BdRTP5_000139-T1		g00269_4	98	345	1043
scaffold_1	369898	370588	-	BdRTP5_000140-T1	PQ loop repeat-containing protein 2	g00596	98	345	1429
scaffold_1	374704	375856	+	BdRTP5_000141-T1	Mitogen-activated protein kinase	g00233	98	346	576
scaffold_1	376284	377196	+	BdRTP5_000142-T1	Mitogen-activated protein kinase	g00233	98	346	576
scaffold_1	377862	379785	+	BdRTP5_000143-T1	Type I HSP40 co-chaperone	g00199	98	346	3297
scaffold_1	379807	382890	-	BdRTP5_000144-T1		g00199	98	346	3297
scaffold_1	383503	386622	+	BdRTP5_000145-T1	U3 snoRNP protein	g01224	98	346	349
scaffold_1	386905	388218	+	BdRTP5_000146-T1	25S rRNA (adenine645-N1)-methyltransferase	g00007	98	346	346
scaffold_1	388592	389918	+	BdRTP5_000147-T1		g01470_1	98	346	347
scaffold_1	390143	391392	-	BdRTP5_000148-T1		g01470_2	98	248	248
scaffold_1	391706	397593	-	BdRTP5_000149-T1	Chromosome-associated kinesin kif4a	g00401_2	98	345	789
scaffold_1	397693	400270	-	BdRTP5_000150-T1		g00401_2	98	345	789
scaffold_1	400499	403366	-	BdRTP5_000151-T1	Transmembrane protein 19	g00026_61	95	344	378
scaffold_1	403486	405097	+	BdRTP5_000152-T1	Tetratricopeptide repeat protein 4	g02126	98	343	343
scaffold_1	405344	407296	-	BdRTP5_000153-T1		g02022	98	344	344
scaffold_1	407684	408962	+	BdRTP5_000154-T1		g00653_3	98	346	690
scaffold_1	408606	413828	-	BdRTP5_000155-T1		g00653_3	98	346	690
scaffold_1	413939	415708	+	BdRTP5_000156-T1		g00653_2	98	345	358
scaffold_1	415934	417589	+	BdRTP5_000157-T1		g00653_1	98	345	345
scaffold_1	417199	420563	-	BdRTP5_000158-T1		g00252	98	346	1382
scaffold_1	420912	422028	-	BdRTP5_000159-T1		g02511	98	345	345
scaffold_1	422094	426216	+	BdRTP5_000160-T1		g00571_2	98	345	711
scaffold_1	425445	430009	-	BdRTP5_000161-T1	High affinity Ca2+/Mn2+ P-type ATPase-like protein	g00571_2	98	345	711
scaffold_1	430337	432230	-	BdRTP5_000162-T1		g00317_1	95	339	341
scaffold_1	433455	435251	+	BdRTP5_000163-T1		g00732_2	98	346	1362
scaffold_1	435434	436844	+	BdRTP5_000164-T1		g00732_2	98	346	1362
scaffold_1	436909	438144	-	BdRTP5_000165-T1		g06289	98	343	345
