CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	1144	2091	+	CLFT024.02_000001-T1		g00025_21	80	339	4229
scaffold_1	2970	4886	-	CLFT024.02_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	7683	8929	+	CLFT024.02_000003-T1		g01053_1	98	341	341
scaffold_1	10181	11990	+	CLFT024.02_000004-T1		g01027_2	98	346	695
scaffold_1	12185	15497	-	CLFT024.02_000005-T1		g00815_2	80	344	348
scaffold_1	16442	18067	+	CLFT024.02_000006-T1		g00691_1	98	346	348
scaffold_1	18136	18723	-	CLFT024.02_000007-T1		g04916	98	344	345
scaffold_1	19076	21065	+	CLFT024.02_000008-T1		g01742	98	346	1038
scaffold_1	20951	23394	+	CLFT024.02_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	23218	25175	-	CLFT024.02_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	25277	26953	-	CLFT024.02_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	27517	29127	+	CLFT024.02_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	29161	34618	-	CLFT024.02_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	41768	45217	-	CLFT024.02_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	45322	45720	-	CLFT024.02_000018-T1		g00397	98	346	1037
scaffold_1	48003	49368	-	CLFT024.02_000019-T1		g00160_3	98	327	331
scaffold_1	51746	54361	+	CLFT024.02_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	54441	58569	+	CLFT024.02_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	59285	61748	+	CLFT024.02_000022-T1		g00027_15	98	345	347
scaffold_1	62510	66070	+	CLFT024.02_000023-T1		g00760_1	98	345	350
scaffold_1	66148	68448	+	CLFT024.02_000024-T1		g02137	98	346	350
scaffold_1	68442	71784	-	CLFT024.02_000025-T1		g00034_2	98	346	348
scaffold_1	72452	73924	-	CLFT024.02_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	75727	76833	+	CLFT024.02_000027-T1		g00528	98	344	346
scaffold_1	77047	80791	-	CLFT024.02_000028-T1		g01711	98	346	349
scaffold_1	80889	82013	-	CLFT024.02_000029-T1		g01786	98	345	688
scaffold_1	82320	84532	-	CLFT024.02_000030-T1		g01786	98	345	688
scaffold_1	85131	85823	-	CLFT024.02_000031-T1		g02596	98	346	347
scaffold_1	85879	86468	-	CLFT024.02_000032-T1		g00017	98	346	346
