CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	346	2262	-	SRS812_000001-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	4868	6114	+	SRS812_000002-T1		g01053_1	98	341	341
scaffold_1	7366	9169	+	SRS812_000003-T1		g01027_2	98	346	695
scaffold_1	9364	12675	-	SRS812_000004-T1		g00815_2	80	344	348
scaffold_1	13620	15245	+	SRS812_000005-T1		g00691_1	98	346	348
scaffold_1	15314	15901	-	SRS812_000006-T1		g04916	98	344	345
scaffold_1	16255	18141	+	SRS812_000007-T1		g01742	98	346	1038
scaffold_1	18127	20570	+	SRS812_000008-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	20394	22351	-	SRS812_000009-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	22453	24129	-	SRS812_000010-T1	sorting nexin	g03562	98	345	346
scaffold_1	24822	26432	+	SRS812_000011-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	26466	31922	-	SRS812_000012-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	39073	42528	-	SRS812_000016-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	42633	43031	-	SRS812_000017-T1		g00397	98	346	1037
scaffold_1	44086	45119	-	SRS812_000018-T1		g00160_3	98	327	331
scaffold_1	47561	50176	+	SRS812_000019-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	50256	54384	+	SRS812_000020-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	55100	57565	+	SRS812_000021-T1		g00027_15	98	345	347
scaffold_1	58327	61886	+	SRS812_000022-T1		g00760_1	98	345	350
scaffold_1	61964	64264	+	SRS812_000023-T1		g02137	98	346	350
scaffold_1	64258	67600	-	SRS812_000024-T1		g00034_2	98	346	348
scaffold_1	68268	69740	-	SRS812_000025-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	71674	73009	+	SRS812_000026-T1		g00528	98	344	346
scaffold_1	73021	76766	-	SRS812_000027-T1		g01711	98	346	349
scaffold_1	76864	77988	-	SRS812_000028-T1		g01786	98	345	688
scaffold_1	78297	80509	-	SRS812_000029-T1		g01786	98	345	688
scaffold_1	81110	81802	-	SRS812_000030-T1		g02596	98	346	347
scaffold_1	81858	82448	-	SRS812_000031-T1		g00017	98	346	346
scaffold_1	83100	84640	+	SRS812_000032-T1		g00460_2	98	346	1202
scaffold_1	85237	86197	-	SRS812_000033-T1		g02790	98	345	348
scaffold_1	86515	87380	+	SRS812_000034-T1		g00460_2	98	346	1202
scaffold_1	87409	90328	-	SRS812_000035-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	90511	91009	-	SRS812_000036-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	91155	93182	-	SRS812_000037-T1		g00597_2	98	346	1042
scaffold_1	93464	95042	+	SRS812_000038-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	95060	95719	-	SRS812_000039-T1		g06005	98	343	344
scaffold_1	95818	98935	+	SRS812_000040-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	99286	99670	+	SRS812_000041-T1		g00027_82	98	346	676
scaffold_1	99703	100284	+	SRS812_000042-T1		g00027_82	98	346	676
scaffold_1	100736	102139	-	SRS812_000043-T1		g02042	98	345	346
scaffold_1	102992	107045	-	SRS812_000044-T1		g00942	98	346	678
scaffold_1	107265	108471	-	SRS812_000045-T1		g00942	98	346	678
scaffold_1	108764	109683	-	SRS812_000046-T1		g01350	98	346	1045
scaffold_1	110338	112229	-	SRS812_000047-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	112394	112947	-	SRS812_000048-T1		g01159	98	346	788
scaffold_1	113053	115388	+	SRS812_000049-T1		g00573_2	98	346	1046
scaffold_1	116580	121604	-	SRS812_000050-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	121582	122805	-	SRS812_000051-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	123083	127570	-	SRS812_000052-T1		g00047_5	98	345	686
scaffold_1	127922	128719	-	SRS812_000053-T1		g00047_5	98	345	686
scaffold_1	128654	137092	+	SRS812_000054-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	134096	136350	-	SRS812_000055-T1	Short integuments 2, mitochondrial	g00568	98	346	1056
scaffold_1	136767	136955	-	SRS812_000056-T1		g00568	98	346	1056
scaffold_1	138991	139326	+	SRS812_000057-T1		g00070	98	346	1251
scaffold_1	139807	141448	+	SRS812_000058-T1	ribosome bioproteinsis protein tsr3	g00070	98	346	1251
scaffold_1	141363	142211	-	SRS812_000059-T1		g00070	98	346	1251
scaffold_1	142692	143398	+	SRS812_000060-T1		g00070	98	346	1251
scaffold_1	143910	145522	+	SRS812_000061-T1		g02626	98	344	344
scaffold_1	146134	147190	-	SRS812_000062-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	147567	148816	-	SRS812_000063-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	149308	152329	-	SRS812_000064-T1		g00179_3	98	345	692
scaffold_1	152905	155744	+	SRS812_000065-T1		g00531	98	346	1417
scaffold_1	155883	158583	+	SRS812_000066-T1		g00026_223	80	346	8582
scaffold_1	158591	159055	-	SRS812_000067-T1		g03743	98	344	345
scaffold_1	159265	161440	+	SRS812_000068-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	161651	163309	+	SRS812_000069-T1		g00164	98	345	2131
scaffold_1	163414	166193	+	SRS812_000070-T1		g00164	98	345	2131
scaffold_1	166478	168136	+	SRS812_000071-T1		g03321	98	344	348
scaffold_1	168173	170000	-	SRS812_000072-T1		g00168_2	98	345	2842
scaffold_1	170875	171669	-	SRS812_000073-T1		g00168_2	98	345	2842
scaffold_1	174076	174730	+	SRS812_000074-T1		g01113	98	345	948
scaffold_1	175164	177185	+	SRS812_000075-T1		g01113	98	345	948
scaffold_1	177279	179144	+	SRS812_000076-T1		g00074_3	70	128	128
scaffold_1	179826	181213	-	SRS812_000077-T1		g01709_1	98	342	343
scaffold_1	181896	183915	-	SRS812_000078-T1		g00099_2	98	343	344
scaffold_1	184265	185734	+	SRS812_000079-T1		g02366	98	344	347
scaffold_1	186025	187630	+	SRS812_000080-T1		g01049	98	346	1035
scaffold_1	187702	190278	+	SRS812_000081-T1	smg-9, nonsense mediated mRNA decay factor	g01155	98	345	668
