CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	2409	4198	-	IA042Highlypassaged_006990-T1		g00025_19	90	345	4663
scaffold_1	5298	7214	-	IA042Highlypassaged_000001-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	10026	11272	+	IA042Highlypassaged_000002-T1		g01053_1	98	341	341
scaffold_1	12524	14333	+	IA042Highlypassaged_000003-T1		g01027_2	98	346	695
scaffold_1	14528	17839	-	IA042Highlypassaged_000004-T1		g00815_2	80	344	348
scaffold_1	18784	20409	+	IA042Highlypassaged_000005-T1		g00691_1	98	346	348
scaffold_1	20478	21065	-	IA042Highlypassaged_000006-T1		g04916	98	344	345
scaffold_1	21419	23305	+	IA042Highlypassaged_000007-T1		g01742	98	346	1038
scaffold_1	23291	25734	+	IA042Highlypassaged_000008-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	25558	27515	-	IA042Highlypassaged_000009-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	27617	29293	-	IA042Highlypassaged_000010-T1	sorting nexin	g03562	98	345	346
scaffold_1	29855	31465	+	IA042Highlypassaged_000011-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	31499	36955	-	IA042Highlypassaged_000012-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	44105	47560	-	IA042Highlypassaged_000016-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	47665	48063	-	IA042Highlypassaged_000017-T1		g00397	98	346	1037
scaffold_1	49783	51015	-	IA042Highlypassaged_000018-T1		g00160_3	98	327	331
scaffold_1	53716	56331	+	IA042Highlypassaged_000019-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	56411	60539	+	IA042Highlypassaged_000020-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	61255	63720	+	IA042Highlypassaged_000021-T1		g00027_15	98	345	347
scaffold_1	64482	68041	+	IA042Highlypassaged_000022-T1		g00760_1	98	345	350
scaffold_1	68119	70419	+	IA042Highlypassaged_000023-T1		g02137	98	346	350
scaffold_1	70413	73755	-	IA042Highlypassaged_000024-T1		g00034_2	98	346	348
scaffold_1	74423	75895	-	IA042Highlypassaged_000025-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	77698	79033	+	IA042Highlypassaged_000026-T1		g00528	98	344	346
scaffold_1	79045	82790	-	IA042Highlypassaged_000027-T1		g01711	98	346	349
scaffold_1	82888	84012	-	IA042Highlypassaged_000028-T1		g01786	98	345	688
scaffold_1	84321	86533	-	IA042Highlypassaged_000029-T1		g01786	98	345	688
scaffold_1	87132	87824	-	IA042Highlypassaged_000030-T1		g02596	98	346	347
scaffold_1	87880	88469	-	IA042Highlypassaged_000031-T1		g00017	98	346	346
scaffold_1	91283	92243	-	IA042Highlypassaged_000032-T1		g02790	98	345	348
scaffold_1	92561	93426	+	IA042Highlypassaged_000033-T1		g00460_2	98	346	1202
scaffold_1	93455	96374	-	IA042Highlypassaged_000034-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	96557	97155	-	IA042Highlypassaged_000035-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	97201	99228	-	IA042Highlypassaged_000036-T1		g00597_2	98	346	1042
scaffold_1	99510	101088	+	IA042Highlypassaged_000037-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	101101	101765	-	IA042Highlypassaged_000038-T1		g06005	98	343	344
scaffold_1	101864	105060	+	IA042Highlypassaged_000039-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	105557	107188	+	IA042Highlypassaged_000040-T1		g00027_82	98	346	676
scaffold_1	107236	108593	-	IA042Highlypassaged_000041-T1		g02042	98	345	346
scaffold_1	109619	113712	-	IA042Highlypassaged_000042-T1		g00942	98	346	678
scaffold_1	113932	115138	-	IA042Highlypassaged_000043-T1		g00942	98	346	678
scaffold_1	115431	116376	-	IA042Highlypassaged_000044-T1		g01350	98	346	1045
scaffold_1	116926	119649	-	IA042Highlypassaged_000045-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	119720	122055	+	IA042Highlypassaged_000046-T1		g00573_2	98	346	1046
scaffold_1	123234	128258	-	IA042Highlypassaged_000047-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	128236	129459	-	IA042Highlypassaged_000048-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	129737	134224	-	IA042Highlypassaged_000049-T1		g00047_5	98	345	686
scaffold_1	134576	135373	-	IA042Highlypassaged_000050-T1		g00047_5	98	345	686
scaffold_1	135308	143746	+	IA042Highlypassaged_000051-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	140669	143798	-	IA042Highlypassaged_000052-T1	GTP binding protein	g00568	98	346	1056
scaffold_1	145232	147079	+	IA042Highlypassaged_000053-T1		g00070	98	346	1251
scaffold_1	147591	149203	+	IA042Highlypassaged_000054-T1		g02626	98	344	344
scaffold_1	149815	150870	-	IA042Highlypassaged_000055-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	151247	152496	-	IA042Highlypassaged_000056-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	152989	156007	-	IA042Highlypassaged_000057-T1		g00179_3	98	345	692
scaffold_1	156583	159422	+	IA042Highlypassaged_000058-T1		g00531	98	346	1417
scaffold_1	159561	162130	+	IA042Highlypassaged_000059-T1		g00026_223	80	346	8582
scaffold_1	162138	162577	-	IA042Highlypassaged_000060-T1		g03743	98	344	345
scaffold_1	162812	164858	+	IA042Highlypassaged_000061-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	165069	166893	+	IA042Highlypassaged_000062-T1		g00164	98	345	2131
scaffold_1	166998	169777	+	IA042Highlypassaged_000063-T1		g00164	98	345	2131
scaffold_1	169776	171720	+	IA042Highlypassaged_000064-T1		g03321	98	344	348
scaffold_1	171757	175253	-	IA042Highlypassaged_000065-T1		g00168_2	98	345	2842
scaffold_1	177972	179993	+	IA042Highlypassaged_000066-T1		g01113	98	345	948
scaffold_1	180087	181952	+	IA042Highlypassaged_000067-T1		g00034_21	90	346	856
scaffold_1	183483	184870	-	IA042Highlypassaged_000069-T1		g01709_1	98	342	343
scaffold_1	185421	187440	-	IA042Highlypassaged_000070-T1		g00099_2	98	343	344
scaffold_1	187790	189259	+	IA042Highlypassaged_000071-T1		g02366	98	344	347
scaffold_1	189550	191155	+	IA042Highlypassaged_000072-T1		g01049	98	346	1035
scaffold_1	191227	193803	+	IA042Highlypassaged_000073-T1	smg-9, nonsense mediated mRNA decay factor	g01155	98	345	668
scaffold_1	193906	195689	+	IA042Highlypassaged_000074-T1		g00099_3	98	345	684
scaffold_1	195685	196870	-	IA042Highlypassaged_000075-T1		g00532	98	346	1693
scaffold_1	196955	198098	+	IA042Highlypassaged_000076-T1		g00133_3	98	345	1029
scaffold_1	198095	200720	-	IA042Highlypassaged_000077-T1		g00099_3	98	345	684
scaffold_1	200717	202688	-	IA042Highlypassaged_000078-T1		g02009	98	343	343
scaffold_1	202823	203401	+	IA042Highlypassaged_000079-T1	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit dad1	g02566	98	344	686
scaffold_1	203377	205142	-	IA042Highlypassaged_000080-T1	Elongation factor 1-beta	g02566	98	344	686
scaffold_1	205549	210094	+	IA042Highlypassaged_000081-T1	Coatomer subunit beta'	g00355	98	344	701
scaffold_1	210792	213066	-	IA042Highlypassaged_000082-T1	transforming growth factor beta regulator 1	g00034_21	90	346	856
scaffold_1	214266	216831	+	IA042Highlypassaged_000083-T1		g01642	98	344	862
scaffold_1	216975	217544	-	IA042Highlypassaged_000084-T1	DNA-directed RNA polymerase III subunit RPC10	g01642	98	344	862
scaffold_1	217565	218426	+	IA042Highlypassaged_000085-T1		g01642	98	344	862
scaffold_1	218458	219422	-	IA042Highlypassaged_000086-T1		g00205_1	98	342	343
scaffold_1	219896	223379	-	IA042Highlypassaged_000087-T1	chaperone ATPase hsp78	g00310_2	98	345	686
scaffold_1	227109	229756	+	IA042Highlypassaged_000088-T1		g01208_1	98	344	383
scaffold_1	233380	235631	+	IA042Highlypassaged_000089-T1		g01840	98	345	353
scaffold_1	235711	237354	+	IA042Highlypassaged_000090-T1		g01277	98	345	1042
scaffold_1	237842	238809	-	IA042Highlypassaged_000091-T1		g00068_4	95	338	341
scaffold_1	239462	240373	-	IA042Highlypassaged_000092-T1		g01199	70	346	1778
scaffold_1	240618	242146	-	IA042Highlypassaged_000093-T1	Golgi to ER traffic- protein	g01199	70	346	1778
scaffold_1	242402	243194	-	IA042Highlypassaged_000094-T1	LYR motif-containing protein 5	g00920	98	345	1047
scaffold_1	243021	245894	+	IA042Highlypassaged_000095-T1	Peptidyl-prolyl isomerase cwc27	g00920	98	345	1047
scaffold_1	245857	250143	-	IA042Highlypassaged_000096-T1	DNA helicase rad5	g00920	98	345	1047
scaffold_1	250277	255097	-	IA042Highlypassaged_000098-T1	Cullin-2	g02086	98	344	687
scaffold_1	250648	251398	+	IA042Highlypassaged_000097-T1	30S ribosomal protein S12	g02086	98	344	687
scaffold_1	255521	257084	-	IA042Highlypassaged_000099-T1	ferrochelatase hem15	g00032_1	98	344	345
scaffold_1	257176	259336	+	IA042Highlypassaged_000100-T1		g00796	98	345	1040
scaffold_1	259077	262334	-	IA042Highlypassaged_000101-T1		g00796	98	345	1040
scaffold_1	261648	266194	+	IA042Highlypassaged_000102-T1	HEAT repeat-containing protein 2	g01137	98	345	352
scaffold_1	267141	269903	+	IA042Highlypassaged_000103-T1		g01886	98	345	691
scaffold_1	269910	271705	-	IA042Highlypassaged_000104-T1		g00067_11	98	345	1038
scaffold_1	272200	275434	-	IA042Highlypassaged_000105-T1		g00253_2	98	345	1038
scaffold_1	275159	276848	+	IA042Highlypassaged_000106-T1		g00253_2	98	345	1038
scaffold_1	277512	278844	+	IA042Highlypassaged_000107-T1	ASF1 anti-silencing function 1	g00253_2	98	345	1038
scaffold_1	278950	280741	+	IA042Highlypassaged_000108-T1		g00822_1	98	343	345
scaffold_1	280735	282512	-	IA042Highlypassaged_000109-T1	Intraflagellar transport protein 43	g02531	98	343	345
scaffold_1	282513	283796	-	IA042Highlypassaged_000110-T1	DNA-directed RNA polymerase II subunit	g00822_2	98	341	345
scaffold_1	284552	286615	+	IA042Highlypassaged_000111-T1		g02404	98	344	347
scaffold_1	287470	290386	+	IA042Highlypassaged_000112-T1	Putative choline transporter, neither null mutation nor overexpression affects choline transport	g00026_168	90	335	335
scaffold_1	290651	295474	+	IA042Highlypassaged_000113-T1	Integrator complex subunit 2	g00273	98	345	689
scaffold_1	295402	301309	-	IA042Highlypassaged_000114-T1	Dicer-like protein 2	g00273	98	345	689
scaffold_1	301779	303952	+	IA042Highlypassaged_000115-T1		g00096	98	345	3923
scaffold_1	303956	304992	-	IA042Highlypassaged_000116-T1	exosome non-catalytic core subunit rrp40	g00366	98	345	692
scaffold_1	308075	312671	+	IA042Highlypassaged_000117-T1		g01945	98	345	690
