CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	217	2011	-	LFT00110_006734-T1		g00025_19	90	345	4663
scaffold_1	2020	3301	+	LFT00110_000001-T1		g00025_19	90	345	4663
scaffold_1	4247	6163	-	LFT00110_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	8855	10101	+	LFT00110_000003-T1		g01053_1	98	341	341
scaffold_1	11353	13156	+	LFT00110_000004-T1		g01027_2	98	346	695
scaffold_1	13351	16663	-	LFT00110_000005-T1		g00815_2	80	344	348
scaffold_1	17608	19233	+	LFT00110_000006-T1		g00691_1	98	346	348
scaffold_1	19302	19889	-	LFT00110_000007-T1		g04916	98	344	345
scaffold_1	20242	22231	+	LFT00110_000008-T1		g01742	98	346	1038
scaffold_1	22117	24560	+	LFT00110_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	24384	26341	-	LFT00110_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	26443	28119	-	LFT00110_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	28683	30293	+	LFT00110_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	30327	35784	-	LFT00110_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	42934	46383	-	LFT00110_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	46488	46886	-	LFT00110_000018-T1		g00397	98	346	1037
scaffold_1	48605	49837	-	LFT00110_000019-T1		g00160_3	98	327	331
scaffold_1	52539	55154	+	LFT00110_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	55234	59362	+	LFT00110_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	60079	62542	+	LFT00110_000022-T1		g00027_15	98	345	347
scaffold_1	63304	66864	+	LFT00110_000023-T1		g00760_1	98	345	350
scaffold_1	66942	69241	+	LFT00110_000024-T1		g02137	98	346	350
scaffold_1	69235	72582	-	LFT00110_000025-T1		g00034_2	98	346	348
scaffold_1	73250	74722	-	LFT00110_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	76525	77631	+	LFT00110_000027-T1		g00528	98	344	346
scaffold_1	77845	81589	-	LFT00110_000028-T1		g01711	98	346	349
scaffold_1	81687	82811	-	LFT00110_000029-T1		g01786	98	345	688
scaffold_1	83118	85330	-	LFT00110_000030-T1		g01786	98	345	688
scaffold_1	85931	86623	-	LFT00110_000031-T1		g02596	98	346	347
scaffold_1	86679	87268	-	LFT00110_000032-T1		g00017	98	346	346
scaffold_1	87922	89462	+	LFT00110_000033-T1		g00460_2	98	346	1202
scaffold_1	90000	90958	-	LFT00110_000034-T1		g02790	98	345	348
scaffold_1	91276	92142	+	LFT00110_000035-T1		g00460_2	98	346	1202
scaffold_1	92053	95919	-	LFT00110_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	95271	97942	-	LFT00110_000037-T1	Nuclear receptor 2C2-associated protein	g00597_2	98	346	1042
scaffold_1	98224	99802	+	LFT00110_000038-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	99822	100481	-	LFT00110_000039-T1		g06005	98	343	344
scaffold_1	100580	103739	+	LFT00110_000040-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	105498	106855	-	LFT00110_000041-T1		g02042	98	345	346
scaffold_1	107754	111807	-	LFT00110_000042-T1		g00942	98	346	678
scaffold_1	112027	113233	-	LFT00110_000043-T1		g00942	98	346	678
scaffold_1	113526	114408	-	LFT00110_000044-T1		g01350	98	346	1045
scaffold_1	115018	117739	-	LFT00110_000045-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	117810	120146	+	LFT00110_000046-T1		g00573_2	98	346	1046
scaffold_1	121325	126349	-	LFT00110_000047-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	126327	127550	-	LFT00110_000048-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	127828	132315	-	LFT00110_000049-T1		g00047_5	98	345	686
scaffold_1	132667	133464	-	LFT00110_000050-T1		g00047_5	98	345	686
scaffold_1	133399	141837	+	LFT00110_000051-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	138760	141889	-	LFT00110_000052-T1	Short integuments 2, mitochondrial	g00568	98	346	1056
scaffold_1	143344	144198	+	LFT00110_000053-T1		g00568	98	346	1056
scaffold_1	145513	146440	+	LFT00110_000054-T1		g00070	98	346	1251
scaffold_1	147006	148618	+	LFT00110_000055-T1		g02626	98	344	344
scaffold_1	149230	150286	-	LFT00110_000056-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	150663	151912	-	LFT00110_000057-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	152405	155426	-	LFT00110_000058-T1		g00179_3	98	345	692
scaffold_1	156002	158841	+	LFT00110_000059-T1		g00531	98	346	1417
scaffold_1	158980	161551	+	LFT00110_000060-T1		g00026_223	80	346	8582
scaffold_1	161559	161997	-	LFT00110_000061-T1		g03743	98	344	345
scaffold_1	162232	164277	+	LFT00110_000062-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	164488	166145	+	LFT00110_000063-T1		g00164	98	345	2131
