CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	2689	4476	-	CCB1_007076-T1		g00025_19	90	345	4663
scaffold_1	5098	6045	+	CCB1_000001-T1		g00025_21	80	339	4229
scaffold_1	7162	9078	-	CCB1_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	11875	13123	+	CCB1_000003-T1		g01053_1	98	341	341
scaffold_1	14375	16184	+	CCB1_000004-T1		g01027_2	98	346	695
scaffold_1	16379	19691	-	CCB1_000005-T1		g00815_2	80	344	348
scaffold_1	20636	22261	+	CCB1_000006-T1		g00691_1	98	346	348
scaffold_1	22330	22917	-	CCB1_000007-T1		g04916	98	344	345
scaffold_1	23271	25159	+	CCB1_000008-T1		g01742	98	346	1038
scaffold_1	25145	27588	+	CCB1_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	27412	29369	-	CCB1_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	29471	31147	-	CCB1_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	31710	33351	+	CCB1_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	33385	38841	-	CCB1_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	45996	49451	-	CCB1_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	49556	49954	-	CCB1_000018-T1		g00397	98	346	1037
scaffold_1	51671	52903	-	CCB1_000019-T1		g00160_3	98	327	331
scaffold_1	55600	58215	+	CCB1_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	58295	62422	+	CCB1_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	63138	65603	+	CCB1_000022-T1		g00027_15	98	345	347
scaffold_1	66365	69924	+	CCB1_000023-T1		g00760_1	98	345	350
scaffold_1	70002	72302	+	CCB1_000024-T1		g02137	98	346	350
scaffold_1	72296	75638	-	CCB1_000025-T1		g00034_2	98	346	348
scaffold_1	76306	77778	-	CCB1_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	78832	79513	+	CCB1_000027-T1		g00026_223	80	346	8582
scaffold_1	79579	80890	+	CCB1_000028-T1		g00528	98	344	346
scaffold_1	80904	84649	-	CCB1_000029-T1		g01711	98	346	349
scaffold_1	84747	85871	-	CCB1_000030-T1		g01786	98	345	688
scaffold_1	86178	88390	-	CCB1_000031-T1		g01786	98	345	688
scaffold_1	88991	89683	-	CCB1_000032-T1		g02596	98	346	347
scaffold_1	89739	90329	-	CCB1_000033-T1		g00017	98	346	346
scaffold_1	90981	92521	+	CCB1_000034-T1		g00460_2	98	346	1202
scaffold_1	93058	94018	-	CCB1_000035-T1		g02790	98	345	348
