CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	8701	10490	-	AVS4_007265-T1		g00025_19	90	345	4663
scaffold_1	12189	12896	+	AVS4_000001-T1		g00025_19	90	345	4663
scaffold_1	13831	15747	-	AVS4_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	18556	19802	+	AVS4_000003-T1		g01053_1	98	341	341
scaffold_1	21054	22863	+	AVS4_000004-T1		g01027_2	98	346	695
scaffold_1	23058	26369	-	AVS4_000005-T1		g00815_2	80	344	348
scaffold_1	27314	28939	+	AVS4_000006-T1		g00691_1	98	346	348
scaffold_1	29008	29595	-	AVS4_000007-T1		g04916	98	344	345
scaffold_1	29949	31837	+	AVS4_000008-T1		g01742	98	346	1038
scaffold_1	31823	34266	+	AVS4_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	34090	36047	-	AVS4_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	36149	37825	-	AVS4_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	38387	39997	+	AVS4_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	40031	45487	-	AVS4_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	52637	56092	-	AVS4_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	56197	56595	-	AVS4_000018-T1		g00397	98	346	1037
scaffold_1	58316	59548	-	AVS4_000019-T1		g00160_3	98	327	331
scaffold_1	62249	64864	+	AVS4_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	64944	69072	+	AVS4_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	69788	72253	+	AVS4_000022-T1		g00027_15	98	345	347
scaffold_1	73015	76574	+	AVS4_000023-T1		g00760_1	98	345	350
scaffold_1	76652	78952	+	AVS4_000024-T1		g02137	98	346	350
scaffold_1	78946	82288	-	AVS4_000025-T1		g00034_2	98	346	348
scaffold_1	82956	84428	-	AVS4_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	86231	87542	+	AVS4_000027-T1		g00528	98	344	346
scaffold_1	87554	91299	-	AVS4_000028-T1		g01711	98	346	349
scaffold_1	91397	92521	-	AVS4_000029-T1		g01786	98	345	688
scaffold_1	92828	95040	-	AVS4_000030-T1		g01786	98	345	688
scaffold_1	95639	96331	-	AVS4_000031-T1		g02596	98	346	347
scaffold_1	96387	96976	-	AVS4_000032-T1		g00017	98	346	346
scaffold_1	97607	99243	+	AVS4_000033-T1		g00460_2	98	346	1202
scaffold_1	99681	100641	-	AVS4_000034-T1		g02790	98	345	348
scaffold_1	100959	101824	+	AVS4_000035-T1		g00460_2	98	346	1202
scaffold_1	101853	104772	-	AVS4_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	104955	105197	-	AVS4_000037-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	105599	107626	-	AVS4_000038-T1		g00597_2	98	346	1042
scaffold_1	107908	109486	+	AVS4_000039-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	109504	110163	-	AVS4_000040-T1		g06005	98	343	344
scaffold_1	110262	113458	+	AVS4_000041-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	113955	115586	+	AVS4_000042-T1		g00027_82	98	346	676
scaffold_1	115634	117037	-	AVS4_000043-T1		g02042	98	345	346
scaffold_1	117890	121952	-	AVS4_000044-T1		g00942	98	346	678
scaffold_1	122172	123378	-	AVS4_000045-T1		g00942	98	346	678
scaffold_1	123671	124556	-	AVS4_000046-T1		g01350	98	346	1045
scaffold_1	125245	127136	-	AVS4_000047-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	127301	127818	-	AVS4_000048-T1		g01159	98	346	788
scaffold_1	127960	130295	+	AVS4_000049-T1		g00573_2	98	346	1046
scaffold_1	131474	136498	-	AVS4_000050-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	136476	137699	-	AVS4_000051-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	137977	142464	-	AVS4_000052-T1		g00047_5	98	345	686
scaffold_1	142816	143613	-	AVS4_000053-T1		g00047_5	98	345	686
scaffold_1	143548	151986	+	AVS4_000054-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	148909	152038	-	AVS4_000055-T1	GTP binding protein	g00568	98	346	1056
scaffold_1	153471	154607	+	AVS4_000056-T1		g00070	98	346	1251
scaffold_1	155138	156779	+	AVS4_000057-T1	ribosome bioproteinsis protein tsr3	g00070	98	346	1251
scaffold_1	156694	157542	-	AVS4_000058-T1		g00070	98	346	1251
scaffold_1	157688	158472	+	AVS4_000059-T1		g00070	98	346	1251
scaffold_1	159038	160650	+	AVS4_000060-T1		g02626	98	344	344
scaffold_1	161262	162317	-	AVS4_000061-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	162694	163943	-	AVS4_000062-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	164436	167454	-	AVS4_000063-T1		g00179_3	98	345	692
scaffold_1	168030	170869	+	AVS4_000064-T1		g00531	98	346	1417
scaffold_1	171008	173577	+	AVS4_000065-T1		g00026_223	80	346	8582
scaffold_1	173585	174024	-	AVS4_000066-T1		g03743	98	344	345
scaffold_1	174259	176304	+	AVS4_000067-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	176515	178184	+	AVS4_000068-T1		g00164	98	345	2131
scaffold_1	178694	181067	+	AVS4_000069-T1		g01374	98	345	512
