CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	8392	9339	+	KB72_000001-T1		g00025_21	80	339	4229
scaffold_1	10278	12194	-	KB72_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	13184	14856	+	KB72_000003-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	15845	16792	-	KB72_000004-T1		g00025_21	80	339	4229
scaffold_1	19002	20248	+	KB72_000005-T1		g01053_1	98	341	341
scaffold_1	21679	23482	+	KB72_000006-T1		g01027_2	98	346	695
scaffold_1	23677	26989	-	KB72_000007-T1		g00815_2	80	344	348
scaffold_1	27934	29559	+	KB72_000008-T1		g00691_1	98	346	348
scaffold_1	29628	30217	-	KB72_000009-T1		g04916	98	344	345
scaffold_1	30571	32459	+	KB72_000010-T1		g01742	98	346	1038
scaffold_1	32445	34888	+	KB72_000011-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	34712	36669	-	KB72_000012-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	36771	38447	-	KB72_000013-T1	sorting nexin	g03562	98	345	346
scaffold_1	39011	40621	+	KB72_000014-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	40655	46112	-	KB72_000015-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	53262	56711	-	KB72_000019-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	56816	57214	-	KB72_000020-T1		g00397	98	346	1037
scaffold_1	59031	60263	-	KB72_000021-T1		g00160_3	98	327	331
scaffold_1	62967	65579	+	KB72_000022-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	65659	69787	+	KB72_000023-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	70504	72969	+	KB72_000024-T1		g00027_15	98	345	347
scaffold_1	73914	77474	+	KB72_000025-T1		g00760_1	98	345	350
scaffold_1	77552	79852	+	KB72_000026-T1		g02137	98	346	350
scaffold_1	79846	83194	-	KB72_000027-T1		g00034_2	98	346	348
scaffold_1	83862	85334	-	KB72_000028-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	87316	88580	+	KB72_000029-T1		g00528	98	344	346
scaffold_1	88794	92538	-	KB72_000030-T1		g01711	98	346	349
scaffold_1	92636	93760	-	KB72_000031-T1		g01786	98	345	688
scaffold_1	94067	96279	-	KB72_000032-T1		g01786	98	345	688
scaffold_1	96880	97572	-	KB72_000033-T1		g02596	98	346	347
scaffold_1	97628	98217	-	KB72_000034-T1		g00017	98	346	346
scaffold_1	98871	100411	+	KB72_000035-T1		g00460_2	98	346	1202
scaffold_1	100949	101907	-	KB72_000036-T1		g02790	98	345	348
scaffold_1	102225	103091	+	KB72_000037-T1		g00460_2	98	346	1202
scaffold_1	103002	106868	-	KB72_000038-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	106220	108891	-	KB72_000039-T1	Nuclear receptor 2C2-associated protein	g00597_2	98	346	1042
scaffold_1	109173	110751	+	KB72_000040-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	110766	111430	-	KB72_000041-T1		g06005	98	343	344
scaffold_1	111529	114725	+	KB72_000042-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	116795	118152	-	KB72_000043-T1		g02042	98	345	346
scaffold_1	119051	123104	-	KB72_000044-T1		g00942	98	346	678
scaffold_1	123324	124530	-	KB72_000045-T1		g00942	98	346	678
scaffold_1	124823	125705	-	KB72_000046-T1		g01350	98	346	1045
scaffold_1	126315	129036	-	KB72_000047-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	129107	131443	+	KB72_000048-T1		g00573_2	98	346	1046
scaffold_1	132622	137646	-	KB72_000049-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	137624	138847	-	KB72_000050-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	139125	143612	-	KB72_000051-T1		g00047_5	98	345	686
scaffold_1	143964	144761	-	KB72_000052-T1		g00047_5	98	345	686
scaffold_1	144696	153134	+	KB72_000053-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	150057	153186	-	KB72_000054-T1	GTP binding protein	g00568	98	346	1056
scaffold_1	154641	155495	+	KB72_000055-T1		g00568	98	346	1056
scaffold_1	155827	156567	+	KB72_000056-T1		g00070	98	346	1251
scaffold_1	157133	158745	+	KB72_000057-T1		g02626	98	344	344
scaffold_1	159357	160413	-	KB72_000058-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	160790	162039	-	KB72_000059-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	162532	165553	-	KB72_000060-T1		g00179_3	98	345	692
scaffold_1	166129	168968	+	KB72_000061-T1		g00531	98	346	1417
scaffold_1	169107	171678	+	KB72_000062-T1		g00026_223	80	346	8582
scaffold_1	171686	172124	-	KB72_000063-T1		g03743	98	344	345
scaffold_1	172359	174404	+	KB72_000064-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	174615	176272	+	KB72_000065-T1		g00164	98	345	2131
scaffold_1	176782	179156	+	KB72_000066-T1		g01374	98	345	512
scaffold_1	179155	181099	+	KB72_000067-T1		g03321	98	344	348
scaffold_1	181136	184632	-	KB72_000068-T1		g00168_2	98	345	2842
scaffold_1	186955	187451	+	KB72_000069-T1		g01113	98	345	948
scaffold_1	188127	190154	+	KB72_000070-T1		g01113	98	345	948
