CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	8799	10586	-	SA.KN5_007316-T1		g00025_19	90	345	4663
scaffold_1	11446	12393	+	SA.KN5_000001-T1		g00025_21	80	339	4229
scaffold_1	13341	15257	-	SA.KN5_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	18053	19301	+	SA.KN5_000003-T1		g01053_1	98	341	341
scaffold_1	20553	22362	+	SA.KN5_000004-T1		g01027_2	98	346	695
scaffold_1	22557	25869	-	SA.KN5_000005-T1		g00815_2	80	344	348
scaffold_1	26814	28439	+	SA.KN5_000006-T1		g00691_1	98	346	348
scaffold_1	28508	29095	-	SA.KN5_000007-T1		g04916	98	344	345
scaffold_1	29448	31437	+	SA.KN5_000008-T1		g01742	98	346	1038
scaffold_1	31323	33766	+	SA.KN5_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	33590	35547	-	SA.KN5_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	35649	37325	-	SA.KN5_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	37888	39529	+	SA.KN5_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	39563	45019	-	SA.KN5_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	52174	55629	-	SA.KN5_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	55734	56132	-	SA.KN5_000018-T1		g00397	98	346	1037
scaffold_1	57851	59083	-	SA.KN5_000019-T1		g00160_3	98	327	331
scaffold_1	61780	64395	+	SA.KN5_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	64475	68602	+	SA.KN5_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	69318	71783	+	SA.KN5_000022-T1		g00027_15	98	345	347
scaffold_1	72545	76104	+	SA.KN5_000023-T1		g00760_1	98	345	350
scaffold_1	76182	78482	+	SA.KN5_000024-T1		g02137	98	346	350
scaffold_1	78476	81818	-	SA.KN5_000025-T1		g00034_2	98	346	348
scaffold_1	82486	83958	-	SA.KN5_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	85012	85693	+	SA.KN5_000027-T1		g00026_223	80	346	8582
scaffold_1	85759	87070	+	SA.KN5_000028-T1		g00528	98	344	346
scaffold_1	87084	90829	-	SA.KN5_000029-T1		g01711	98	346	349
scaffold_1	90927	92051	-	SA.KN5_000030-T1		g01786	98	345	688
scaffold_1	92358	94570	-	SA.KN5_000031-T1		g01786	98	345	688
scaffold_1	95171	95863	-	SA.KN5_000032-T1		g02596	98	346	347
scaffold_1	95919	96509	-	SA.KN5_000033-T1		g00017	98	346	346
scaffold_1	97161	98701	+	SA.KN5_000034-T1		g00460_2	98	346	1202
scaffold_1	99238	100198	-	SA.KN5_000035-T1		g02790	98	345	348
scaffold_1	100516	101381	+	SA.KN5_000036-T1		g00460_2	98	346	1202
scaffold_1	101410	104329	-	SA.KN5_000037-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	104512	105110	-	SA.KN5_000038-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	105156	107183	-	SA.KN5_000039-T1		g00597_2	98	346	1042
scaffold_1	107465	109041	+	SA.KN5_000040-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	109059	109718	-	SA.KN5_000041-T1		g06005	98	343	344
scaffold_1	109817	113011	+	SA.KN5_000042-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	113508	115131	+	SA.KN5_000043-T1		g00027_82	98	346	676
scaffold_1	115179	116579	-	SA.KN5_000044-T1		g02042	98	345	346
scaffold_1	117432	121494	-	SA.KN5_000045-T1		g00942	98	346	678
scaffold_1	121714	122917	-	SA.KN5_000046-T1		g00942	98	346	678
scaffold_1	123210	124154	-	SA.KN5_000047-T1		g01350	98	346	1045
scaffold_1	124783	126674	-	SA.KN5_000048-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	126839	127356	-	SA.KN5_000049-T1		g01159	98	346	788
scaffold_1	127503	129834	+	SA.KN5_000050-T1		g00573_2	98	346	1046
