CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	11373	13167	-	Sample55933_007062-T1		g00025_19	90	345	4663
scaffold_1	14064	15011	+	Sample55933_000001-T1		g00025_21	80	339	4229
scaffold_1	15948	17864	-	Sample55933_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	18854	20526	+	Sample55933_000003-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	21514	22461	-	Sample55933_000004-T1		g00025_21	80	339	4229
scaffold_1	24757	26003	+	Sample55933_000005-T1		g01053_1	98	341	341
scaffold_1	27255	29058	+	Sample55933_000006-T1		g01027_2	98	346	695
scaffold_1	29253	32565	-	Sample55933_000007-T1		g00815_2	80	344	348
scaffold_1	33510	35135	+	Sample55933_000008-T1		g00691_1	98	346	348
scaffold_1	35204	35791	-	Sample55933_000009-T1		g04916	98	344	345
scaffold_1	36145	38033	+	Sample55933_000010-T1		g01742	98	346	1038
scaffold_1	38019	40462	+	Sample55933_000011-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	40286	42243	-	Sample55933_000012-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	42345	44021	-	Sample55933_000013-T1	sorting nexin	g03562	98	345	346
scaffold_1	44585	46195	+	Sample55933_000014-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	46229	51686	-	Sample55933_000015-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	58836	62285	-	Sample55933_000019-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	62390	62788	-	Sample55933_000020-T1		g00397	98	346	1037
scaffold_1	64507	65739	-	Sample55933_000021-T1		g00160_3	98	327	331
scaffold_1	68443	71058	+	Sample55933_000022-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	71138	75266	+	Sample55933_000023-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	75983	78446	+	Sample55933_000024-T1		g00027_15	98	345	347
scaffold_1	79208	82768	+	Sample55933_000025-T1		g00760_1	98	345	350
scaffold_1	82846	85145	+	Sample55933_000026-T1		g02137	98	346	350
scaffold_1	85139	88486	-	Sample55933_000027-T1		g00034_2	98	346	348
scaffold_1	89154	90626	-	Sample55933_000028-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	92429	93535	+	Sample55933_000029-T1		g00528	98	344	346
scaffold_1	93749	97493	-	Sample55933_000030-T1		g01711	98	346	349
scaffold_1	97591	98715	-	Sample55933_000031-T1		g01786	98	345	688
scaffold_1	99022	101234	-	Sample55933_000032-T1		g01786	98	345	688
scaffold_1	101835	102527	-	Sample55933_000033-T1		g02596	98	346	347
scaffold_1	102583	103172	-	Sample55933_000034-T1		g00017	98	346	346
scaffold_1	103826	105366	+	Sample55933_000035-T1		g00460_2	98	346	1202
scaffold_1	105904	106862	-	Sample55933_000036-T1		g02790	98	345	348
scaffold_1	107180	108046	+	Sample55933_000037-T1		g00460_2	98	346	1202
scaffold_1	108073	110992	-	Sample55933_000038-T1	ERMES complex subunit	g00460_2	98	346	1202
