CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	12667	14456	-	BR1CH_007011-T1		g00025_19	90	345	4663
scaffold_1	15640	16587	+	BR1CH_000001-T1		g00025_21	80	339	4229
scaffold_1	17522	19438	-	BR1CH_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	22093	23339	+	BR1CH_000003-T1		g01053_1	98	341	341
scaffold_1	24591	26400	+	BR1CH_000004-T1		g01027_2	98	346	695
scaffold_1	26595	29906	-	BR1CH_000005-T1		g00815_2	80	344	348
scaffold_1	30851	32476	+	BR1CH_000006-T1		g00691_1	98	346	348
scaffold_1	32545	33132	-	BR1CH_000007-T1		g04916	98	344	345
scaffold_1	33486	35374	+	BR1CH_000008-T1		g01742	98	346	1038
scaffold_1	35360	37803	+	BR1CH_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	37627	39584	-	BR1CH_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	39686	41362	-	BR1CH_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	41924	43534	+	BR1CH_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	43568	49024	-	BR1CH_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	56174	59629	-	BR1CH_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	59734	60132	-	BR1CH_000018-T1		g00397	98	346	1037
scaffold_1	61853	63085	-	BR1CH_000019-T1		g00160_3	98	327	331
scaffold_1	65786	68401	+	BR1CH_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	68481	72609	+	BR1CH_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	73325	75790	+	BR1CH_000022-T1		g00027_15	98	345	347
scaffold_1	76552	80111	+	BR1CH_000023-T1		g00760_1	98	345	350
scaffold_1	80189	82489	+	BR1CH_000024-T1		g02137	98	346	350
scaffold_1	82483	85825	-	BR1CH_000025-T1		g00034_2	98	346	348
scaffold_1	86493	87965	-	BR1CH_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	89768	91079	+	BR1CH_000027-T1		g00528	98	344	346
scaffold_1	91091	94836	-	BR1CH_000028-T1		g01711	98	346	349
scaffold_1	94934	96058	-	BR1CH_000029-T1		g01786	98	345	688
scaffold_1	96365	98577	-	BR1CH_000030-T1		g01786	98	345	688
scaffold_1	99176	99868	-	BR1CH_000031-T1		g02596	98	346	347
scaffold_1	99924	100513	-	BR1CH_000032-T1		g00017	98	346	346
scaffold_1	101144	102780	+	BR1CH_000033-T1		g00460_2	98	346	1202
scaffold_1	103218	104178	-	BR1CH_000034-T1		g02790	98	345	348
scaffold_1	104496	105361	+	BR1CH_000035-T1		g00460_2	98	346	1202
scaffold_1	105390	108309	-	BR1CH_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	108492	109090	-	BR1CH_000037-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	109136	111163	-	BR1CH_000038-T1		g00597_2	98	346	1042
scaffold_1	111445	113023	+	BR1CH_000039-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	113036	113700	-	BR1CH_000040-T1		g06005	98	343	344
scaffold_1	113799	116995	+	BR1CH_000041-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	117492	119123	+	BR1CH_000042-T1		g00027_82	98	346	676
