CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	4842	6629	-	RC5.1FR_006787-T1		g00025_19	90	345	4663
scaffold_1	7473	8420	+	RC5.1FR_000001-T1		g00025_21	80	339	4229
scaffold_1	9304	11222	-	RC5.1FR_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	13487	14735	+	RC5.1FR_000003-T1		g01053_1	98	341	341
scaffold_1	15987	17796	+	RC5.1FR_000004-T1		g01027_2	98	346	695
scaffold_1	17991	21303	-	RC5.1FR_000005-T1		g00815_2	80	344	348
scaffold_1	22248	23873	+	RC5.1FR_000006-T1		g00691_1	98	346	348
scaffold_1	23942	24529	-	RC5.1FR_000007-T1		g04916	98	344	345
scaffold_1	24882	26871	+	RC5.1FR_000008-T1		g01742	98	346	1038
scaffold_1	26757	29200	+	RC5.1FR_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	29024	30981	-	RC5.1FR_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	31083	32759	-	RC5.1FR_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	33322	34932	+	RC5.1FR_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	34966	40422	-	RC5.1FR_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	47576	51031	-	RC5.1FR_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	51136	51534	-	RC5.1FR_000018-T1		g00397	98	346	1037
scaffold_1	53072	54304	-	RC5.1FR_000019-T1		g00160_3	98	327	331
scaffold_1	56966	59581	+	RC5.1FR_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	59661	63789	+	RC5.1FR_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	64505	66970	+	RC5.1FR_000022-T1		g00027_15	98	345	347
scaffold_1	67734	71293	+	RC5.1FR_000023-T1		g00760_1	98	345	350
scaffold_1	71371	73671	+	RC5.1FR_000024-T1		g02137	98	346	350
scaffold_1	73665	77007	-	RC5.1FR_000025-T1		g00034_2	98	346	348
scaffold_1	77675	79147	-	RC5.1FR_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	80201	80882	+	RC5.1FR_000027-T1		g00026_223	80	346	8582
scaffold_1	80948	82259	+	RC5.1FR_000028-T1		g00528	98	344	346
scaffold_1	82273	86016	-	RC5.1FR_000029-T1		g01711	98	346	349
scaffold_1	86114	87238	-	RC5.1FR_000030-T1		g01786	98	345	688
scaffold_1	87545	89757	-	RC5.1FR_000031-T1		g01786	98	345	688
scaffold_1	90358	91050	-	RC5.1FR_000032-T1		g02596	98	346	347
scaffold_1	91106	91696	-	RC5.1FR_000033-T1		g00017	98	346	346
scaffold_1	92348	93888	+	RC5.1FR_000034-T1		g00460_2	98	346	1202
scaffold_1	94425	95384	-	RC5.1FR_000035-T1		g02790	98	345	348
scaffold_1	95702	96567	+	RC5.1FR_000036-T1		g00460_2	98	346	1202
scaffold_1	96478	100346	-	RC5.1FR_000037-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	99698	102369	-	RC5.1FR_000038-T1	Nuclear receptor 2C2-associated protein	g00597_2	98	346	1042
scaffold_1	102651	104231	+	RC5.1FR_000039-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	104249	104908	-	RC5.1FR_000040-T1		g06005	98	343	344
scaffold_1	105007	108182	+	RC5.1FR_000041-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	108513	109952	+	RC5.1FR_000042-T1		g00027_82	98	346	676
scaffold_1	109982	111336	-	RC5.1FR_000043-T1		g02042	98	345	346
scaffold_1	112234	116296	-	RC5.1FR_000044-T1		g00942	98	346	678
scaffold_1	116516	117893	-	RC5.1FR_000045-T1		g00059_5	80	345	1475
scaffold_1	118186	119070	-	RC5.1FR_000046-T1		g01350	98	346	1045
scaffold_1	119680	122624	-	RC5.1FR_000047-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	122700	125031	+	RC5.1FR_000048-T1		g00573_2	98	346	1046
scaffold_1	126223	131247	-	RC5.1FR_000049-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	131225	132448	-	RC5.1FR_000050-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	132726	137213	-	RC5.1FR_000051-T1		g00047_5	98	345	686
scaffold_1	137565	138362	-	RC5.1FR_000052-T1		g00047_5	98	345	686
scaffold_1	138297	146735	+	RC5.1FR_000053-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	143658	146787	-	RC5.1FR_000054-T1	Short integuments 2, mitochondrial	g00568	98	346	1056
scaffold_1	148240	149142	+	RC5.1FR_000055-T1		g00070	98	346	1251
scaffold_1	150638	152250	+	RC5.1FR_000056-T1		g02626	98	344	344
scaffold_1	152861	153917	-	RC5.1FR_000057-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	154294	155543	-	RC5.1FR_000058-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	156036	159054	-	RC5.1FR_000059-T1		g00179_3	98	345	692
scaffold_1	159794	162340	+	RC5.1FR_000060-T1		g00531	98	346	1417
scaffold_1	162781	165352	+	RC5.1FR_000061-T1		g00026_223	80	346	8582
scaffold_1	165360	165798	-	RC5.1FR_000062-T1		g03743	98	344	345
scaffold_1	166033	168079	+	RC5.1FR_000063-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	168290	169947	+	RC5.1FR_000064-T1		g00164	98	345	2131
scaffold_1	170052	172831	+	RC5.1FR_000065-T1		g00164	98	345	2131
scaffold_1	172830	174774	+	RC5.1FR_000066-T1		g03321	98	344	348
scaffold_1	174811	176638	-	RC5.1FR_000067-T1		g00168_2	98	345	2842
scaffold_1	177512	178306	-	RC5.1FR_000068-T1		g00168_2	98	345	2842
scaffold_1	180667	181368	-	RC5.1FR_000069-T1		g01113	98	345	948
