CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	347	2263	-	CJB7_000001-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	4795	6034	+	CJB7_000002-T1		g01053_1	98	341	341
scaffold_1	7418	9227	+	CJB7_000003-T1		g01027_2	98	346	695
scaffold_1	9422	12733	-	CJB7_000004-T1		g00815_2	80	344	348
scaffold_1	13809	15434	+	CJB7_000005-T1		g00691_1	98	346	348
scaffold_1	15503	16090	-	CJB7_000006-T1		g04916	98	344	345
scaffold_1	16444	18332	+	CJB7_000007-T1		g01742	98	346	1038
scaffold_1	18318	20761	+	CJB7_000008-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	20585	22542	-	CJB7_000009-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	22644	24320	-	CJB7_000010-T1	sorting nexin	g03562	98	345	346
scaffold_1	25009	26619	+	CJB7_000011-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	26653	32109	-	CJB7_000012-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	39259	42714	-	CJB7_000016-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	42819	43217	-	CJB7_000017-T1		g00397	98	346	1037
scaffold_1	47954	50569	+	CJB7_000018-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	50649	54777	+	CJB7_000019-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	55388	57813	+	CJB7_000020-T1		g00027_15	98	345	347
scaffold_1	59173	61914	+	CJB7_000021-T1		g00760_1	98	345	350
scaffold_1	63579	64477	+	CJB7_000022-T1		g02137	98	346	350
scaffold_1	64643	67985	-	CJB7_000023-T1		g00034_2	98	346	348
scaffold_1	68653	70125	-	CJB7_000024-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	72060	73312	+	CJB7_000025-T1		g00528	98	344	346
scaffold_1	73526	77271	-	CJB7_000026-T1		g01711	98	346	349
scaffold_1	77369	78493	-	CJB7_000027-T1		g01786	98	345	688
scaffold_1	78800	81012	-	CJB7_000028-T1		g01786	98	345	688
scaffold_1	81611	82303	-	CJB7_000029-T1		g02596	98	346	347
scaffold_1	82399	82720	-	CJB7_000030-T1		g00017	98	346	346
scaffold_1	83695	85331	+	CJB7_000031-T1		g00460_2	98	346	1202
scaffold_1	85899	86859	-	CJB7_000032-T1		g02790	98	345	348
scaffold_1	87177	88042	+	CJB7_000033-T1		g00460_2	98	346	1202
scaffold_1	87953	91821	-	CJB7_000034-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	94243	95821	+	CJB7_000035-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	95839	96498	-	CJB7_000036-T1		g06005	98	343	344
scaffold_1	96597	99734	+	CJB7_000037-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	101502	102859	-	CJB7_000038-T1		g02042	98	345	346
scaffold_1	103758	107820	-	CJB7_000039-T1		g00942	98	346	678
scaffold_1	108040	109353	-	CJB7_000040-T1		g00059_5	80	345	1475
scaffold_1	109646	110531	-	CJB7_000041-T1		g01350	98	346	1045
scaffold_1	111141	113864	-	CJB7_000042-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	113935	116270	+	CJB7_000043-T1		g00573_2	98	346	1046
scaffold_1	117560	122714	-	CJB7_000044-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	122692	123915	-	CJB7_000045-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	124325	128930	-	CJB7_000046-T1		g00047_5	98	345	686
scaffold_1	129282	130079	-	CJB7_000047-T1		g00047_5	98	345	686
scaffold_1	130812	135400	+	CJB7_000048-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	135507	138636	-	CJB7_000049-T1	Short integuments 2, mitochondrial	g00568	98	346	1056
scaffold_1	139630	140549	+	CJB7_000050-T1		g00070	98	346	1251
scaffold_1	141061	142673	+	CJB7_000051-T1		g02626	98	344	344
scaffold_1	143285	144341	-	CJB7_000052-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	144718	145967	-	CJB7_000053-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	146459	149480	-	CJB7_000054-T1		g00179_3	98	345	692
scaffold_1	150056	152895	+	CJB7_000055-T1		g00531	98	346	1417
scaffold_1	153034	155421	+	CJB7_000056-T1		g00026_223	80	346	8582
scaffold_1	155429	155868	-	CJB7_000057-T1		g03743	98	344	345
scaffold_1	156103	158279	+	CJB7_000058-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	158490	160148	+	CJB7_000059-T1		g00164	98	345	2131
scaffold_1	160253	163032	+	CJB7_000060-T1		g00164	98	345	2131
scaffold_1	163092	164975	+	CJB7_000061-T1		g03321	98	344	348
scaffold_1	165012	168508	-	CJB7_000062-T1		g00168_2	98	345	2842
scaffold_1	170987	171641	+	CJB7_000063-T1		g01113	98	345	948
scaffold_1	172175	174196	+	CJB7_000064-T1		g01113	98	345	948
scaffold_1	174290	176155	+	CJB7_000065-T1		g00074_3	70	128	128
scaffold_1	176804	178191	-	CJB7_000066-T1		g01709_1	98	342	343
scaffold_1	178872	180891	-	CJB7_000067-T1		g00099_2	98	343	344
scaffold_1	181365	182834	+	CJB7_000068-T1		g02366	98	344	347
scaffold_1	183125	184730	+	CJB7_000069-T1		g01049	98	346	1035
scaffold_1	184802	187378	+	CJB7_000070-T1	smg-9, nonsense mediated mRNA decay factor	g01155	98	345	668
scaffold_1	187481	189562	+	CJB7_000071-T1		g00099_3	98	345	684
scaffold_1	189558	190743	-	CJB7_000072-T1		g00532	98	346	1693
scaffold_1	190828	191971	+	CJB7_000073-T1		g00133_3	98	345	1029
scaffold_1	191968	194488	-	CJB7_000074-T1		g00099_3	98	345	684
scaffold_1	194485	196464	-	CJB7_000075-T1		g02009	98	343	343
scaffold_1	196575	197289	+	CJB7_000076-T1	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit dad1	g02566	98	344	686
scaffold_1	197153	198918	-	CJB7_000077-T1	Elongation factor 1-beta	g02566	98	344	686
scaffold_1	199341	201615	-	CJB7_000078-T1	transforming growth factor beta regulator 1	g00034_21	90	346	856
scaffold_1	202885	205450	+	CJB7_000079-T1		g01642	98	344	862
scaffold_1	206184	207045	+	CJB7_000080-T1		g01642	98	344	862
scaffold_1	207077	208041	-	CJB7_000081-T1		g00205_1	98	342	343
