CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	6497	8284	-	SA3e_007072-T1		g00025_19	90	345	4663
scaffold_1	8986	9933	+	SA3e_000001-T1		g00025_21	80	339	4229
scaffold_1	10871	12789	-	SA3e_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	15587	16835	+	SA3e_000003-T1		g01053_1	98	341	341
scaffold_1	18087	19896	+	SA3e_000004-T1		g01027_2	98	346	695
scaffold_1	20091	23403	-	SA3e_000005-T1		g00815_2	80	344	348
scaffold_1	24348	25973	+	SA3e_000006-T1		g00691_1	98	346	348
scaffold_1	26042	26629	-	SA3e_000007-T1		g04916	98	344	345
scaffold_1	26983	28871	+	SA3e_000008-T1		g01742	98	346	1038
scaffold_1	28857	31300	+	SA3e_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	31124	33081	-	SA3e_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	33183	34859	-	SA3e_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	35422	37032	+	SA3e_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	37066	42522	-	SA3e_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	49676	53131	-	SA3e_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	53236	53634	-	SA3e_000018-T1		g00397	98	346	1037
scaffold_1	55353	56585	-	SA3e_000019-T1		g00160_3	98	327	331
scaffold_1	59273	61888	+	SA3e_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	61968	66096	+	SA3e_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	66812	69277	+	SA3e_000022-T1		g00027_15	98	345	347
scaffold_1	70041	73600	+	SA3e_000023-T1		g00760_1	98	345	350
scaffold_1	73678	75978	+	SA3e_000024-T1		g02137	98	346	350
scaffold_1	75972	79314	-	SA3e_000025-T1		g00034_2	98	346	348
scaffold_1	79982	81454	-	SA3e_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	82508	83189	+	SA3e_000027-T1		g00026_223	80	346	8582
scaffold_1	83255	84566	+	SA3e_000028-T1		g00528	98	344	346
scaffold_1	84580	88323	-	SA3e_000029-T1		g01711	98	346	349
scaffold_1	88421	89545	-	SA3e_000030-T1		g01786	98	345	688
scaffold_1	89852	92064	-	SA3e_000031-T1		g01786	98	345	688
scaffold_1	92665	93357	-	SA3e_000032-T1		g02596	98	346	347
scaffold_1	93413	94003	-	SA3e_000033-T1		g00017	98	346	346
scaffold_1	94655	96195	+	SA3e_000034-T1		g00460_2	98	346	1202
scaffold_1	96732	97691	-	SA3e_000035-T1		g02790	98	345	348
scaffold_1	98009	98874	+	SA3e_000036-T1		g00460_2	98	346	1202
scaffold_1	98903	101822	-	SA3e_000037-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	102005	102603	-	SA3e_000038-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	102649	104676	-	SA3e_000039-T1		g00597_2	98	346	1042
scaffold_1	104958	106538	+	SA3e_000040-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	106551	107215	-	SA3e_000041-T1		g06005	98	343	344
scaffold_1	107314	110510	+	SA3e_000042-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	111008	112632	+	SA3e_000043-T1		g00027_82	98	346	676
scaffold_1	112680	114034	-	SA3e_000044-T1		g02042	98	345	346
scaffold_1	114932	118994	-	SA3e_000045-T1		g00942	98	346	678
scaffold_1	119214	120420	-	SA3e_000046-T1		g00942	98	346	678
scaffold_1	120713	121657	-	SA3e_000047-T1		g01350	98	346	1045
scaffold_1	122207	124980	-	SA3e_000048-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	125056	127387	+	SA3e_000049-T1		g00573_2	98	346	1046
scaffold_1	128579	133603	-	SA3e_000050-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	133581	134804	-	SA3e_000051-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	135082	139569	-	SA3e_000052-T1		g00047_5	98	345	686
scaffold_1	139921	140718	-	SA3e_000053-T1		g00047_5	98	345	686
scaffold_1	140653	149091	+	SA3e_000054-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	146014	149143	-	SA3e_000055-T1	Short integuments 2, mitochondrial	g00568	98	346	1056
scaffold_1	150596	151498	+	SA3e_000056-T1		g00070	98	346	1251
scaffold_1	152073	153714	+	SA3e_000057-T1	ribosome bioproteinsis protein tsr3	g00070	98	346	1251
scaffold_1	153629	154477	-	SA3e_000058-T1		g00070	98	346	1251
scaffold_1	155566	156393	+	SA3e_000059-T1		g00070	98	346	1251
scaffold_1	156960	158572	+	SA3e_000060-T1		g02626	98	344	344
scaffold_1	159183	160239	-	SA3e_000061-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	160616	161865	-	SA3e_000062-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	162358	165376	-	SA3e_000063-T1		g00179_3	98	345	692
scaffold_1	165954	168793	+	SA3e_000064-T1		g00531	98	346	1417
scaffold_1	168932	171501	+	SA3e_000065-T1		g00026_223	80	346	8582
scaffold_1	171509	171947	-	SA3e_000066-T1		g03743	98	344	345
scaffold_1	172182	174228	+	SA3e_000067-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	174439	176096	+	SA3e_000068-T1		g00164	98	345	2131
scaffold_1	176201	178980	+	SA3e_000069-T1		g00164	98	345	2131
scaffold_1	178979	180923	+	SA3e_000070-T1		g03321	98	344	348
scaffold_1	180960	184455	-	SA3e_000071-T1		g00168_2	98	345	2842
scaffold_1	186816	187517	-	SA3e_000072-T1		g01113	98	345	948
scaffold_1	187951	189972	+	SA3e_000073-T1		g01113	98	345	948
scaffold_1	190066	191931	+	SA3e_000074-T1		g00074_3	70	128	128
scaffold_1	193306	194693	-	SA3e_000076-T1		g01709_1	98	342	343
scaffold_1	195244	197262	-	SA3e_000077-T1		g00099_2	98	343	344
scaffold_1	197611	199080	+	SA3e_000078-T1		g02366	98	344	347
scaffold_1	199395	201000	+	SA3e_000079-T1		g01049	98	346	1035
scaffold_1	201072	203648	+	SA3e_000080-T1	smg-9, nonsense mediated mRNA decay factor	g01155	98	345	668
scaffold_1	203751	205831	+	SA3e_000081-T1		g00099_3	98	345	684
scaffold_1	205827	207012	-	SA3e_000082-T1		g00532	98	346	1693
scaffold_1	207096	208239	+	SA3e_000083-T1		g00133_3	98	345	1029
scaffold_1	208236	210862	-	SA3e_000084-T1		g00099_3	98	345	684
scaffold_1	210859	212830	-	SA3e_000085-T1		g02009	98	343	343
scaffold_1	212941	213655	+	SA3e_000086-T1	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit dad1	g02566	98	344	686
scaffold_1	213519	215269	-	SA3e_000087-T1	Elongation factor 1-beta	g02566	98	344	686
scaffold_1	215509	220230	+	SA3e_000088-T1	Coatomer subunit beta'	g00355	98	344	701
scaffold_1	220683	222957	-	SA3e_000089-T1	transforming growth factor beta regulator 1	g00034_21	90	346	856
scaffold_1	224095	226660	+	SA3e_000090-T1		g01642	98	344	862
scaffold_1	227387	228248	+	SA3e_000091-T1		g01642	98	344	862
scaffold_1	228280	229244	-	SA3e_000092-T1		g00205_1	98	342	343
scaffold_1	229719	233205	-	SA3e_000093-T1	chaperone ATPase hsp78	g00310_2	98	345	686
scaffold_1	237503	240150	+	SA3e_000094-T1		g01208_1	98	344	383
scaffold_1	243774	246026	+	SA3e_000095-T1		g01840	98	345	353
scaffold_1	246106	247749	+	SA3e_000096-T1		g01277	98	345	1042
scaffold_1	248238	249211	-	SA3e_000097-T1		g00068_4	95	338	341
scaffold_1	249789	250775	-	SA3e_000098-T1		g01199	70	346	1778
scaffold_1	251020	252548	-	SA3e_000099-T1	Golgi to ER traffic- protein	g01199	70	346	1778
scaffold_1	252804	253596	-	SA3e_000100-T1	LYR motif-containing protein 5	g00920	98	345	1047
scaffold_1	253423	256296	+	SA3e_000101-T1	Peptidyl-prolyl isomerase cwc27	g00920	98	345	1047
scaffold_1	256259	260545	-	SA3e_000102-T1	DNA helicase rad5	g00920	98	345	1047
scaffold_1	261050	261800	+	SA3e_000103-T1	30S ribosomal protein S12	g02086	98	344	687
scaffold_1	261796	265139	-	SA3e_000104-T1	Cullin-2	g02086	98	344	687
scaffold_1	265924	267487	-	SA3e_000105-T1	ferrochelatase hem15	g00032_1	98	344	345
scaffold_1	267579	269747	+	SA3e_000106-T1		g00796	98	345	1040
scaffold_1	269488	272745	-	SA3e_000107-T1		g00796	98	345	1040
scaffold_1	272059	276607	+	SA3e_000108-T1	HEAT repeat-containing protein 2	g01137	98	345	352
scaffold_1	277096	278461	-	SA3e_000109-T1		g00032_4	98	345	1700
scaffold_1	277991	280752	+	SA3e_000110-T1	Leucine-rich repeat-containing protein 71	g00032_4	98	345	1700
scaffold_1	280790	282201	-	SA3e_000111-T1		g00032_4	98	345	1700
scaffold_1	282431	285193	+	SA3e_000112-T1		g01886	98	345	691
scaffold_1	285200	286995	-	SA3e_000113-T1		g00067_11	98	345	1038
scaffold_1	287490	290724	-	SA3e_000114-T1		g00253_2	98	345	1038
scaffold_1	290449	292137	+	SA3e_000115-T1		g00253_2	98	345	1038
scaffold_1	292797	294129	+	SA3e_000116-T1	ASF1 anti-silencing function 1	g00253_2	98	345	1038
scaffold_1	294235	296026	+	SA3e_000117-T1		g00822_1	98	343	345
scaffold_1	296020	297798	-	SA3e_000118-T1	Intraflagellar transport protein 43	g02531	98	343	345
scaffold_1	297799	299082	-	SA3e_000119-T1	DNA-directed RNA polymerase II subunit	g00822_2	98	341	345
scaffold_1	299838	301901	+	SA3e_000120-T1		g02404	98	344	347
scaffold_1	302755	305671	+	SA3e_000121-T1	Putative choline transporter, neither null mutation nor overexpression affects choline transport	g00026_168	90	335	335
scaffold_1	305924	310747	+	SA3e_000122-T1	Integrator complex subunit 2	g00273	98	345	689
scaffold_1	310675	316582	-	SA3e_000123-T1		g00273	98	345	689
scaffold_1	317052	319225	+	SA3e_000124-T1		g00096	98	345	3923
scaffold_1	319229	320265	-	SA3e_000125-T1	exosome non-catalytic core subunit rrp40	g00366	98	345	692
scaffold_1	323349	327945	+	SA3e_000126-T1		g01945	98	345	690
scaffold_1	327266	328393	-	SA3e_000127-T1		g01945	98	345	690
scaffold_1	329434	331397	+	SA3e_000128-T1		g00039_2	98	345	1323
scaffold_1	331848	333023	-	SA3e_000129-T1		g01614	98	344	684
scaffold_1	333236	335686	-	SA3e_000130-T1		g01614	98	344	684
scaffold_1	336131	337145	+	SA3e_000131-T1		g00026_112	98	341	341
scaffold_1	337612	338716	+	SA3e_000132-T1		g00269_4	98	345	1043
scaffold_1	338761	342596	+	SA3e_000133-T1		g00026_169	98	344	354
scaffold_1	342776	345429	-	SA3e_000134-T1		g00026_184	98	336	340
scaffold_1	345513	347184	+	SA3e_000135-T1		g01571	98	345	554
scaffold_1	348428	355928	+	SA3e_000136-T1		g00102_2	98	343	360
scaffold_1	356063	358505	-	SA3e_000137-T1		g01593	98	345	735
scaffold_1	358568	360887	+	SA3e_000138-T1	glucosyltransferase	g00516_1	98	345	957
scaffold_1	360866	363549	+	SA3e_000139-T1	spermidine resistance protein	g02107	98	343	347
scaffold_1	363562	365168	+	SA3e_000140-T1		g01239	98	346	697
scaffold_1	365533	366611	-	SA3e_000141-T1	RWD domain-containing protein 1	g00269_4	98	345	1043
scaffold_1	366697	369165	+	SA3e_000142-T1		g00269_4	98	345	1043
scaffold_1	369185	369875	-	SA3e_000143-T1	PQ loop repeat-containing protein 2	g00596	98	345	1429
scaffold_1	370990	373827	-	SA3e_000144-T1	Mitogen-activated protein kinase	g00233	98	346	576
scaffold_1	374413	377409	+	SA3e_000145-T1	Mitogen-activated protein kinase	g00233	98	346	576
scaffold_1	378075	379999	+	SA3e_000146-T1	Type I HSP40 co-chaperone	g00199	98	346	3297
scaffold_1	380021	383105	-	SA3e_000147-T1		g00199	98	346	3297
scaffold_1	383682	386738	+	SA3e_000148-T1	U3 snoRNP protein	g01224	98	346	349
scaffold_1	387021	388334	+	SA3e_000149-T1	25S rRNA (adenine645-N1)-methyltransferase	g00007	98	346	346
scaffold_1	388710	390035	+	SA3e_000150-T1		g01470_1	98	346	347
scaffold_1	390260	391509	-	SA3e_000151-T1		g00401_2	98	345	789
scaffold_1	391897	397783	-	SA3e_000152-T1	Chromosome-associated kinesin kif4a	g00401_2	98	345	789
scaffold_1	397974	399305	-	SA3e_000153-T1		g00401_2	98	345	789
scaffold_1	399548	400397	-	SA3e_000154-T1		g00401_2	98	345	789
scaffold_1	400690	403557	-	SA3e_000155-T1	Transmembrane protein 19	g00026_61	95	344	378
scaffold_1	403677	405288	+	SA3e_000156-T1	Tetratricopeptide repeat protein 4	g02126	98	343	343
scaffold_1	405537	407488	-	SA3e_000157-T1		g02022	98	344	344
scaffold_1	407886	409164	+	SA3e_000158-T1		g00653_3	98	346	690
scaffold_1	408808	414033	-	SA3e_000159-T1		g00653_3	98	346	690
scaffold_1	414144	415913	+	SA3e_000160-T1		g00653_2	98	345	358
scaffold_1	416139	417794	+	SA3e_000161-T1		g00653_1	98	345	345
scaffold_1	417404	420768	-	SA3e_000162-T1		g00252	98	346	1382
scaffold_1	421117	422233	-	SA3e_000163-T1		g02511	98	345	345
scaffold_1	422299	426421	+	SA3e_000164-T1		g00571_2	98	345	711
scaffold_1	425650	430214	-	SA3e_000165-T1	High affinity Ca2+/Mn2+ P-type ATPase-like protein	g00571_2	98	345	711
scaffold_1	430542	432435	-	SA3e_000166-T1		g00317_1	95	339	341
scaffold_1	433660	435456	+	SA3e_000167-T1		g00732_2	98	346	1362
scaffold_1	435639	437049	+	SA3e_000168-T1		g00732_2	98	346	1362
scaffold_1	437114	438349	-	SA3e_000169-T1		g06289	98	343	345
scaffold_1	443294	444529	+	SA3e_000170-T1		g00732_2	98	346	1362
scaffold_1	444067	446224	+	SA3e_000171-T1	Putative 28S rRNA (cytosine-C(5))-methyltransferase	g00732_2	98	346	1362
scaffold_1	446271	447704	-	SA3e_000172-T1	suppressor of loss of ypt1	g00116_4	98	346	1026
scaffold_1	450000	457494	-	SA3e_000173-T1		g00116_4	98	346	1026
scaffold_1	457530	458689	-	SA3e_000174-T1		g00116_4	98	346	1026
scaffold_1	459081	461573	-	SA3e_000175-T1		g00029_9	98	346	530
scaffold_1	462212	463504	+	SA3e_000176-T1		g00445	98	346	1725
scaffold_1	463483	466230	+	SA3e_000177-T1	ATP-binding cassette sub- F member 2	g00445	98	346	1725
scaffold_1	466679	471483	+	SA3e_000178-T1	Calmodulin-regulated spectrin-associated protein 3	g01177_1	98	344	376
scaffold_1	471603	473685	-	SA3e_000179-T1		g00133_2	98	346	1774
scaffold_1	473805	475829	+	SA3e_000180-T1		g00773_2	98	346	1033
scaffold_1	476065	478618	-	SA3e_000181-T1		g00050_3	98	346	590
