CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	11827	13616	-	UKBEL_007001-T1		g00025_19	90	345	4663
scaffold_1	14822	15769	+	UKBEL_000001-T1		g00025_21	80	339	4229
scaffold_1	16704	18620	-	UKBEL_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	21419	22665	+	UKBEL_000003-T1		g01053_1	98	341	341
scaffold_1	23917	25726	+	UKBEL_000004-T1		g01027_2	98	346	695
scaffold_1	25921	29232	-	UKBEL_000005-T1		g00815_2	80	344	348
scaffold_1	30177	31802	+	UKBEL_000006-T1		g00691_1	98	346	348
scaffold_1	31871	32458	-	UKBEL_000007-T1		g04916	98	344	345
scaffold_1	32812	34700	+	UKBEL_000008-T1		g01742	98	346	1038
scaffold_1	34686	37129	+	UKBEL_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	36953	38910	-	UKBEL_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	39012	40688	-	UKBEL_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	41250	42860	+	UKBEL_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	42894	48350	-	UKBEL_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	55500	58955	-	UKBEL_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	59060	59458	-	UKBEL_000018-T1		g00397	98	346	1037
scaffold_1	61179	62411	-	UKBEL_000019-T1		g00160_3	98	327	331
scaffold_1	65112	67727	+	UKBEL_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	67807	71935	+	UKBEL_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	72651	75116	+	UKBEL_000022-T1		g00027_15	98	345	347
scaffold_1	75878	79437	+	UKBEL_000023-T1		g00760_1	98	345	350
scaffold_1	79515	81815	+	UKBEL_000024-T1		g02137	98	346	350
scaffold_1	81809	85151	-	UKBEL_000025-T1		g00034_2	98	346	348
scaffold_1	85819	87291	-	UKBEL_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	89094	90405	+	UKBEL_000027-T1		g00528	98	344	346
scaffold_1	90417	94162	-	UKBEL_000028-T1		g01711	98	346	349
scaffold_1	94260	95384	-	UKBEL_000029-T1		g01786	98	345	688
scaffold_1	95691	97903	-	UKBEL_000030-T1		g01786	98	345	688
scaffold_1	98502	99194	-	UKBEL_000031-T1		g02596	98	346	347
scaffold_1	99250	99839	-	UKBEL_000032-T1		g00017	98	346	346
scaffold_1	100470	102106	+	UKBEL_000033-T1		g00460_2	98	346	1202
scaffold_1	102544	103504	-	UKBEL_000034-T1		g02790	98	345	348
scaffold_1	103822	104687	+	UKBEL_000035-T1		g00460_2	98	346	1202
scaffold_1	104716	107635	-	UKBEL_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	107818	108416	-	UKBEL_000037-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	108462	110489	-	UKBEL_000038-T1		g00597_2	98	346	1042
scaffold_1	110771	112349	+	UKBEL_000039-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	112362	113026	-	UKBEL_000040-T1		g06005	98	343	344
scaffold_1	113125	116321	+	UKBEL_000041-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	116818	118449	+	UKBEL_000042-T1		g00027_82	98	346	676
scaffold_1	118497	119854	-	UKBEL_000043-T1		g02042	98	345	346
scaffold_1	120753	124806	-	UKBEL_000044-T1		g00942	98	346	678
scaffold_1	125026	126232	-	UKBEL_000045-T1		g00942	98	346	678
scaffold_1	126525	127470	-	UKBEL_000046-T1		g01350	98	346	1045
