CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	6494	8288	-	CLFT071_007056-T1		g00025_19	90	345	4663
scaffold_1	8843	9790	+	CLFT071_000001-T1		g00025_21	80	339	4229
scaffold_1	10727	12643	-	CLFT071_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	15245	16491	+	CLFT071_000003-T1		g01053_1	98	341	341
scaffold_1	17743	19546	+	CLFT071_000004-T1		g01027_2	98	346	695
scaffold_1	19741	23053	-	CLFT071_000005-T1		g00815_2	80	344	348
scaffold_1	23998	25623	+	CLFT071_000006-T1		g00691_1	98	346	348
scaffold_1	25692	26279	-	CLFT071_000007-T1		g04916	98	344	345
scaffold_1	26632	28621	+	CLFT071_000008-T1		g01742	98	346	1038
scaffold_1	28507	30950	+	CLFT071_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	30774	32731	-	CLFT071_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	32833	34509	-	CLFT071_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	35073	36683	+	CLFT071_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	36717	42174	-	CLFT071_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	49324	52773	-	CLFT071_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	52878	53276	-	CLFT071_000018-T1		g00397	98	346	1037
scaffold_1	54995	56227	-	CLFT071_000019-T1		g00160_3	98	327	331
scaffold_1	58931	61546	+	CLFT071_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	61626	65754	+	CLFT071_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	66471	68934	+	CLFT071_000022-T1		g00027_15	98	345	347
scaffold_1	69696	73256	+	CLFT071_000023-T1		g00760_1	98	345	350
scaffold_1	73334	75633	+	CLFT071_000024-T1		g02137	98	346	350
scaffold_1	75627	78974	-	CLFT071_000025-T1		g00034_2	98	346	348
scaffold_1	79642	81114	-	CLFT071_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	82917	84023	+	CLFT071_000027-T1		g00528	98	344	346
scaffold_1	84237	87981	-	CLFT071_000028-T1		g01711	98	346	349
scaffold_1	88079	89203	-	CLFT071_000029-T1		g01786	98	345	688
scaffold_1	89510	91722	-	CLFT071_000030-T1		g01786	98	345	688
scaffold_1	92323	93015	-	CLFT071_000031-T1		g02596	98	346	347
scaffold_1	93071	93660	-	CLFT071_000032-T1		g00017	98	346	346
scaffold_1	94314	95854	+	CLFT071_000033-T1		g00460_2	98	346	1202
scaffold_1	96392	97350	-	CLFT071_000034-T1		g02790	98	345	348
scaffold_1	97668	98534	+	CLFT071_000035-T1		g00460_2	98	346	1202
scaffold_1	98561	101480	-	CLFT071_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	101663	102261	-	CLFT071_000037-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	102307	104334	-	CLFT071_000038-T1		g00597_2	98	346	1042
scaffold_1	104616	106194	+	CLFT071_000039-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	106214	106873	-	CLFT071_000040-T1		g06005	98	343	344
scaffold_1	106972	110168	+	CLFT071_000041-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	110666	112287	+	CLFT071_000042-T1		g00027_82	98	346	676
scaffold_1	112338	113695	-	CLFT071_000043-T1		g02042	98	345	346
scaffold_1	114594	118647	-	CLFT071_000044-T1		g00942	98	346	678
scaffold_1	118867	120073	-	CLFT071_000045-T1		g00942	98	346	678
scaffold_1	120366	121308	-	CLFT071_000046-T1		g01350	98	346	1045
scaffold_1	121858	124579	-	CLFT071_000047-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	124650	126986	+	CLFT071_000048-T1		g00573_2	98	346	1046
scaffold_1	128165	133189	-	CLFT071_000049-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	133167	134390	-	CLFT071_000050-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	134668	139155	-	CLFT071_000051-T1		g00047_5	98	345	686
scaffold_1	139507	140304	-	CLFT071_000052-T1		g00047_5	98	345	686
scaffold_1	140239	148677	+	CLFT071_000053-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	145600	148729	-	CLFT071_000054-T1	GTP binding protein	g00568	98	346	1056
scaffold_1	150184	151174	+	CLFT071_000055-T1		g00070	98	346	1251
scaffold_1	151740	153352	+	CLFT071_000056-T1		g02626	98	344	344
scaffold_1	153964	155020	-	CLFT071_000057-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	155397	156646	-	CLFT071_000058-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	157139	160160	-	CLFT071_000059-T1		g00179_3	98	345	692
scaffold_1	160736	163575	+	CLFT071_000060-T1		g00531	98	346	1417
scaffold_1	163714	166285	+	CLFT071_000061-T1		g00026_223	80	346	8582
scaffold_1	166293	166731	-	CLFT071_000062-T1		g03743	98	344	345
scaffold_1	166966	169011	+	CLFT071_000063-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	169222	170879	+	CLFT071_000064-T1		g00164	98	345	2131
scaffold_1	171389	173763	+	CLFT071_000065-T1		g01374	98	345	512
scaffold_1	173762	175706	+	CLFT071_000066-T1		g03321	98	344	348
scaffold_1	175743	179239	-	CLFT071_000067-T1		g00168_2	98	345	2842
scaffold_1	181646	182300	+	CLFT071_000068-T1		g01113	98	345	948
scaffold_1	182734	184761	+	CLFT071_000069-T1		g01113	98	345	948
scaffold_1	184855	186720	+	CLFT071_000070-T1		g00034_21	90	346	856
scaffold_1	188272	189659	-	CLFT071_000072-T1		g01709_1	98	342	343
scaffold_1	190210	192226	-	CLFT071_000073-T1		g00099_2	98	343	344
scaffold_1	192575	194044	+	CLFT071_000074-T1		g02366	98	344	347
scaffold_1	194356	195961	+	CLFT071_000075-T1		g01049	98	346	1035
