CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	8963	9910	+	Hung2014_000001-T1		g00025_21	80	339	4229
scaffold_1	10845	12761	-	Hung2014_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	15560	16806	+	Hung2014_000003-T1		g01053_1	98	341	341
scaffold_1	18058	19867	+	Hung2014_000004-T1		g01027_2	98	346	695
scaffold_1	20062	23373	-	Hung2014_000005-T1		g00815_2	80	344	348
scaffold_1	24318	25943	+	Hung2014_000006-T1		g00691_1	98	346	348
scaffold_1	26012	26599	-	Hung2014_000007-T1		g04916	98	344	345
scaffold_1	26953	28839	+	Hung2014_000008-T1		g01742	98	346	1038
scaffold_1	28825	31268	+	Hung2014_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	31092	33049	-	Hung2014_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	33151	34827	-	Hung2014_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	35389	36999	+	Hung2014_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	37033	42489	-	Hung2014_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	49640	53095	-	Hung2014_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	53200	53598	-	Hung2014_000018-T1		g00397	98	346	1037
scaffold_1	55318	56550	-	Hung2014_000019-T1		g00160_3	98	327	331
scaffold_1	59251	61866	+	Hung2014_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	61946	66074	+	Hung2014_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	66790	69255	+	Hung2014_000022-T1		g00027_15	98	345	347
scaffold_1	70017	73576	+	Hung2014_000023-T1		g00760_1	98	345	350
scaffold_1	73654	75954	+	Hung2014_000024-T1		g02137	98	346	350
scaffold_1	75948	79290	-	Hung2014_000025-T1		g00034_2	98	346	348
scaffold_1	79958	81430	-	Hung2014_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	83515	84440	+	Hung2014_000027-T1		g00528	98	344	346
scaffold_1	84654	88399	-	Hung2014_000028-T1		g01711	98	346	349
scaffold_1	88497	89621	-	Hung2014_000029-T1		g01786	98	345	688
scaffold_1	89928	92140	-	Hung2014_000030-T1		g01786	98	345	688
scaffold_1	92741	93433	-	Hung2014_000031-T1		g02596	98	346	347
scaffold_1	93489	94078	-	Hung2014_000032-T1		g00017	98	346	346
scaffold_1	94730	96270	+	Hung2014_000033-T1		g00460_2	98	346	1202
scaffold_1	96807	97767	-	Hung2014_000034-T1		g02790	98	345	348
scaffold_1	98085	98950	+	Hung2014_000035-T1		g00460_2	98	346	1202
scaffold_1	98861	102729	-	Hung2014_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	102081	104752	-	Hung2014_000037-T1	Nuclear receptor 2C2-associated protein	g00597_2	98	346	1042
scaffold_1	105034	106612	+	Hung2014_000038-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	106625	107289	-	Hung2014_000039-T1		g06005	98	343	344
scaffold_1	107388	110584	+	Hung2014_000040-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	111081	112712	+	Hung2014_000041-T1		g00027_82	98	346	676
scaffold_1	112760	114117	-	Hung2014_000042-T1		g02042	98	345	346
scaffold_1	115016	119069	-	Hung2014_000043-T1		g00942	98	346	678
scaffold_1	119289	120495	-	Hung2014_000044-T1		g00942	98	346	678
scaffold_1	120788	121673	-	Hung2014_000045-T1		g01350	98	346	1045
scaffold_1	122362	124253	-	Hung2014_000046-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	124418	124971	-	Hung2014_000047-T1		g01159	98	346	788
