CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	5305	7092	-	SA.FS1_007320-T1		g00025_19	90	345	4663
scaffold_1	7687	8634	+	SA.FS1_000001-T1		g00025_21	80	339	4229
scaffold_1	9751	11669	-	SA.FS1_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	14467	15715	+	SA.FS1_000003-T1		g01053_1	98	341	341
scaffold_1	16967	18776	+	SA.FS1_000004-T1		g01027_2	98	346	695
scaffold_1	18971	22283	-	SA.FS1_000005-T1		g00815_2	80	344	348
scaffold_1	23228	24853	+	SA.FS1_000006-T1		g00691_1	98	346	348
scaffold_1	24922	25509	-	SA.FS1_000007-T1		g04916	98	344	345
scaffold_1	25863	27751	+	SA.FS1_000008-T1		g01742	98	346	1038
scaffold_1	27737	30180	+	SA.FS1_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	30004	31961	-	SA.FS1_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	32063	33739	-	SA.FS1_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	34302	35912	+	SA.FS1_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	35946	41402	-	SA.FS1_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	48556	52011	-	SA.FS1_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	52116	52514	-	SA.FS1_000018-T1		g00397	98	346	1037
scaffold_1	54233	55465	-	SA.FS1_000019-T1		g00160_3	98	327	331
scaffold_1	58153	60768	+	SA.FS1_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	60848	64976	+	SA.FS1_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	65692	68157	+	SA.FS1_000022-T1		g00027_15	98	345	347
scaffold_1	68921	72480	+	SA.FS1_000023-T1		g00760_1	98	345	350
scaffold_1	72558	74858	+	SA.FS1_000024-T1		g02137	98	346	350
scaffold_1	74852	78194	-	SA.FS1_000025-T1		g00034_2	98	346	348
scaffold_1	78862	80334	-	SA.FS1_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	81388	82069	+	SA.FS1_000027-T1		g00026_223	80	346	8582
scaffold_1	82135	83446	+	SA.FS1_000028-T1		g00528	98	344	346
scaffold_1	83460	87203	-	SA.FS1_000029-T1		g01711	98	346	349
scaffold_1	87301	88425	-	SA.FS1_000030-T1		g01786	98	345	688
scaffold_1	88732	90944	-	SA.FS1_000031-T1		g01786	98	345	688
scaffold_1	91545	92237	-	SA.FS1_000032-T1		g02596	98	346	347
scaffold_1	92293	92883	-	SA.FS1_000033-T1		g00017	98	346	346
scaffold_1	93535	95075	+	SA.FS1_000034-T1		g00460_2	98	346	1202
scaffold_1	95612	96571	-	SA.FS1_000035-T1		g02790	98	345	348
scaffold_1	96889	97754	+	SA.FS1_000036-T1		g00460_2	98	346	1202
scaffold_1	97783	100702	-	SA.FS1_000037-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	100885	101483	-	SA.FS1_000038-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	101529	103556	-	SA.FS1_000039-T1		g00597_2	98	346	1042
scaffold_1	103838	105418	+	SA.FS1_000040-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	105436	106095	-	SA.FS1_000041-T1		g06005	98	343	344
scaffold_1	106194	109390	+	SA.FS1_000042-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	109886	111510	+	SA.FS1_000043-T1		g00027_82	98	346	676
scaffold_1	111558	112958	-	SA.FS1_000044-T1		g02042	98	345	346
scaffold_1	113810	117872	-	SA.FS1_000045-T1		g00942	98	346	678
scaffold_1	118092	119295	-	SA.FS1_000046-T1		g00942	98	346	678
scaffold_1	119588	120532	-	SA.FS1_000047-T1		g01350	98	346	1045
scaffold_1	121161	123281	-	SA.FS1_000048-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	123446	123963	-	SA.FS1_000049-T1		g01159	98	346	788
scaffold_1	124110	126441	+	SA.FS1_000050-T1		g00573_2	98	346	1046
scaffold_1	127633	132657	-	SA.FS1_000051-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
