CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	6429	8218	-	PENNEWT_006890-T1		g00025_19	90	345	4663
scaffold_1	10413	11359	+	PENNEWT_000001-T1		g00025_21	80	339	4229
scaffold_1	12294	14210	-	PENNEWT_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	16999	18245	+	PENNEWT_000003-T1		g01053_1	98	341	341
scaffold_1	19497	21300	+	PENNEWT_000004-T1		g01027_2	98	346	695
scaffold_1	21495	24806	-	PENNEWT_000005-T1		g00815_2	80	344	348
scaffold_1	25751	27376	+	PENNEWT_000006-T1		g00691_1	98	346	348
scaffold_1	27445	28032	-	PENNEWT_000007-T1		g04916	98	344	345
scaffold_1	28386	30272	+	PENNEWT_000008-T1		g01742	98	346	1038
scaffold_1	30258	32701	+	PENNEWT_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	32525	34482	-	PENNEWT_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	34584	36260	-	PENNEWT_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	36822	38432	+	PENNEWT_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	38466	43922	-	PENNEWT_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	51073	54528	-	PENNEWT_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	54633	55031	-	PENNEWT_000018-T1		g00397	98	346	1037
scaffold_1	56749	57981	-	PENNEWT_000019-T1		g00160_3	98	327	331
scaffold_1	60682	63297	+	PENNEWT_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	63377	67505	+	PENNEWT_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	68221	70686	+	PENNEWT_000022-T1		g00027_15	98	345	347
scaffold_1	71448	75007	+	PENNEWT_000023-T1		g00760_1	98	345	350
scaffold_1	75085	77385	+	PENNEWT_000024-T1		g02137	98	346	350
scaffold_1	77379	80721	-	PENNEWT_000025-T1		g00034_2	98	346	348
scaffold_1	81389	82861	-	PENNEWT_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	84664	85999	+	PENNEWT_000027-T1		g00528	98	344	346
scaffold_1	86011	89756	-	PENNEWT_000028-T1		g01711	98	346	349
scaffold_1	89854	90978	-	PENNEWT_000029-T1		g01786	98	345	688
scaffold_1	91287	93499	-	PENNEWT_000030-T1		g01786	98	345	688
scaffold_1	94100	94792	-	PENNEWT_000031-T1		g02596	98	346	347
scaffold_1	94848	95438	-	PENNEWT_000032-T1		g00017	98	346	346
scaffold_1	96090	97630	+	PENNEWT_000033-T1		g00460_2	98	346	1202
scaffold_1	98167	99127	-	PENNEWT_000034-T1		g02790	98	345	348
scaffold_1	99445	100310	+	PENNEWT_000035-T1		g00460_2	98	346	1202
scaffold_1	100221	104089	-	PENNEWT_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	103441	106112	-	PENNEWT_000037-T1	Nuclear receptor 2C2-associated protein	g00597_2	98	346	1042
scaffold_1	106394	107972	+	PENNEWT_000038-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	107990	108649	-	PENNEWT_000039-T1		g06005	98	343	344
scaffold_1	108748	111944	+	PENNEWT_000040-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
