CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	7414	9203	-	PUITS12No8_007000-T1		g00025_19	90	345	4663
scaffold_1	9728	10674	+	PUITS12No8_000001-T1		g00025_21	80	339	4229
scaffold_1	11611	13527	-	PUITS12No8_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	16339	17585	+	PUITS12No8_000003-T1		g01053_1	98	341	341
scaffold_1	18837	20640	+	PUITS12No8_000004-T1		g01027_2	98	346	695
scaffold_1	20835	24146	-	PUITS12No8_000005-T1		g00815_2	80	344	348
scaffold_1	25091	26716	+	PUITS12No8_000006-T1		g00691_1	98	346	348
scaffold_1	26785	27372	-	PUITS12No8_000007-T1		g04916	98	344	345
scaffold_1	27726	29612	+	PUITS12No8_000008-T1		g01742	98	346	1038
scaffold_1	29598	32041	+	PUITS12No8_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	31865	33822	-	PUITS12No8_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	33924	35600	-	PUITS12No8_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	36162	37772	+	PUITS12No8_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	37806	43262	-	PUITS12No8_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	50412	53867	-	PUITS12No8_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	53972	54370	-	PUITS12No8_000018-T1		g00397	98	346	1037
scaffold_1	56090	57322	-	PUITS12No8_000019-T1		g00160_3	98	327	331
scaffold_1	60023	62638	+	PUITS12No8_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	62718	66846	+	PUITS12No8_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	67562	70027	+	PUITS12No8_000022-T1		g00027_15	98	345	347
scaffold_1	70789	74348	+	PUITS12No8_000023-T1		g00760_1	98	345	350
scaffold_1	74426	76726	+	PUITS12No8_000024-T1		g02137	98	346	350
scaffold_1	76720	80062	-	PUITS12No8_000025-T1		g00034_2	98	346	348
scaffold_1	80730	82202	-	PUITS12No8_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	84287	85212	+	PUITS12No8_000027-T1		g00528	98	344	346
scaffold_1	85426	89171	-	PUITS12No8_000028-T1		g01711	98	346	349
scaffold_1	89269	90393	-	PUITS12No8_000029-T1		g01786	98	345	688
scaffold_1	90700	92912	-	PUITS12No8_000030-T1		g01786	98	345	688
scaffold_1	93511	94203	-	PUITS12No8_000031-T1		g02596	98	346	347
scaffold_1	94259	94848	-	PUITS12No8_000032-T1		g00017	98	346	346
scaffold_1	97662	98622	-	PUITS12No8_000033-T1		g02790	98	345	348
scaffold_1	98940	99805	+	PUITS12No8_000034-T1		g00460_2	98	346	1202
scaffold_1	99834	102753	-	PUITS12No8_000035-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	102936	103534	-	PUITS12No8_000036-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	103580	105607	-	PUITS12No8_000037-T1		g00597_2	98	346	1042
scaffold_1	105889	107467	+	PUITS12No8_000038-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	107480	108144	-	PUITS12No8_000039-T1		g06005	98	343	344
scaffold_1	108243	111439	+	PUITS12No8_000040-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	111936	113567	+	PUITS12No8_000041-T1		g00027_82	98	346	676
scaffold_1	113615	114972	-	PUITS12No8_000042-T1		g02042	98	345	346
scaffold_1	116062	120091	-	PUITS12No8_000043-T1		g00942	98	346	678
scaffold_1	120311	121517	-	PUITS12No8_000044-T1		g00942	98	346	678
scaffold_1	121810	122755	-	PUITS12No8_000045-T1		g01350	98	346	1045
scaffold_1	123305	126028	-	PUITS12No8_000046-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	126099	128434	+	PUITS12No8_000047-T1		g00573_2	98	346	1046
scaffold_1	129613	134637	-	PUITS12No8_000048-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	134615	135838	-	PUITS12No8_000049-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	136116	140603	-	PUITS12No8_000050-T1		g00047_5	98	345	686
scaffold_1	140955	141752	-	PUITS12No8_000051-T1		g00047_5	98	345	686
scaffold_1	141687	150125	+	PUITS12No8_000052-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	147048	150177	-	PUITS12No8_000053-T1	GTP binding protein	g00568	98	346	1056
scaffold_1	151610	153457	+	PUITS12No8_000054-T1		g00070	98	346	1251
scaffold_1	153969	155581	+	PUITS12No8_000055-T1		g02626	98	344	344
scaffold_1	156193	157249	-	PUITS12No8_000056-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	157626	158875	-	PUITS12No8_000057-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	159367	162385	-	PUITS12No8_000058-T1		g00179_3	98	345	692
scaffold_1	162961	165800	+	PUITS12No8_000059-T1		g00531	98	346	1417
scaffold_1	165939	168509	+	PUITS12No8_000060-T1		g00026_223	80	346	8582
scaffold_1	168517	168956	-	PUITS12No8_000061-T1		g03743	98	344	345
scaffold_1	169191	171237	+	PUITS12No8_000062-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	171448	173273	+	PUITS12No8_000063-T1		g00164	98	345	2131
scaffold_1	173783	176157	+	PUITS12No8_000064-T1		g01374	98	345	512
scaffold_1	176217	178100	+	PUITS12No8_000065-T1		g03321	98	344	348
scaffold_1	178137	181633	-	PUITS12No8_000066-T1		g00168_2	98	345	2842
scaffold_1	184207	184861	+	PUITS12No8_000067-T1		g01113	98	345	948
scaffold_1	185295	187316	+	PUITS12No8_000068-T1		g01113	98	345	948
scaffold_1	187410	189879	+	PUITS12No8_000069-T1		g01709_2	95	134	134
scaffold_1	190429	191816	-	PUITS12No8_000070-T1		g01709_1	98	342	343
scaffold_1	192367	194386	-	PUITS12No8_000071-T1		g00099_2	98	343	344
scaffold_1	194736	196205	+	PUITS12No8_000072-T1		g02366	98	344	347
scaffold_1	196499	198104	+	PUITS12No8_000073-T1		g01049	98	346	1035
scaffold_1	198176	200752	+	PUITS12No8_000074-T1	smg-9, nonsense mediated mRNA decay factor	g01155	98	345	668
scaffold_1	200855	202638	+	PUITS12No8_000075-T1		g00099_3	98	345	684
scaffold_1	202634	203819	-	PUITS12No8_000076-T1		g00532	98	346	1693
scaffold_1	203903	205046	+	PUITS12No8_000077-T1		g00133_3	98	345	1029
scaffold_1	205043	207668	-	PUITS12No8_000078-T1		g00099_3	98	345	684
scaffold_1	207665	209634	-	PUITS12No8_000079-T1		g02009	98	343	343
scaffold_1	209745	210459	+	PUITS12No8_000080-T1	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit dad1	g02566	98	344	686
scaffold_1	210323	212088	-	PUITS12No8_000081-T1	Elongation factor 1-beta	g02566	98	344	686
scaffold_1	212493	217037	+	PUITS12No8_000082-T1	Coatomer subunit beta'	g00355	98	344	701
scaffold_1	217735	220009	-	PUITS12No8_000083-T1	transforming growth factor beta regulator 1	g00034_21	90	346	856
scaffold_1	221178	223743	+	PUITS12No8_000084-T1		g01642	98	344	862
scaffold_1	223887	224456	-	PUITS12No8_000085-T1	DNA-directed RNA polymerase III subunit RPC10	g01642	98	344	862
scaffold_1	224477	225338	+	PUITS12No8_000086-T1		g01642	98	344	862
scaffold_1	225370	226334	-	PUITS12No8_000087-T1		g00205_1	98	342	343
