CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	6420	8209	-	Acherito.4.115_006912-T1		g00025_19	90	345	4663
scaffold_1	9667	10614	+	Acherito.4.115_000001-T1		g00025_21	80	339	4229
scaffold_1	11549	13465	-	Acherito.4.115_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	16442	17688	+	Acherito.4.115_000003-T1		g01053_1	98	341	341
scaffold_1	18940	20749	+	Acherito.4.115_000004-T1		g01027_2	98	346	695
scaffold_1	20944	24255	-	Acherito.4.115_000005-T1		g00815_2	80	344	348
scaffold_1	25200	26825	+	Acherito.4.115_000006-T1		g00691_1	98	346	348
scaffold_1	26894	27481	-	Acherito.4.115_000007-T1		g04916	98	344	345
scaffold_1	27834	29823	+	Acherito.4.115_000008-T1		g01742	98	346	1038
scaffold_1	29709	32152	+	Acherito.4.115_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	31976	33933	-	Acherito.4.115_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	34035	35711	-	Acherito.4.115_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	36273	37883	+	Acherito.4.115_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	37917	43373	-	Acherito.4.115_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	50524	53979	-	Acherito.4.115_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	54084	54482	-	Acherito.4.115_000018-T1		g00397	98	346	1037
scaffold_1	56203	57435	-	Acherito.4.115_000019-T1		g00160_3	98	327	331
scaffold_1	60136	62751	+	Acherito.4.115_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	62831	66959	+	Acherito.4.115_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	67675	70140	+	Acherito.4.115_000022-T1		g00027_15	98	345	347
scaffold_1	70902	74461	+	Acherito.4.115_000023-T1		g00760_1	98	345	350
scaffold_1	74539	76839	+	Acherito.4.115_000024-T1		g02137	98	346	350
scaffold_1	76833	80175	-	Acherito.4.115_000025-T1		g00034_2	98	346	348
scaffold_1	80843	82315	-	Acherito.4.115_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	84118	85429	+	Acherito.4.115_000027-T1		g00528	98	344	346
scaffold_1	85441	89186	-	Acherito.4.115_000028-T1		g01711	98	346	349
scaffold_1	89284	90408	-	Acherito.4.115_000029-T1		g01786	98	345	688
scaffold_1	90717	92929	-	Acherito.4.115_000030-T1		g01786	98	345	688
scaffold_1	93530	94222	-	Acherito.4.115_000031-T1		g02596	98	346	347
scaffold_1	94278	94868	-	Acherito.4.115_000032-T1		g00017	98	346	346
scaffold_1	97682	98642	-	Acherito.4.115_000033-T1		g02790	98	345	348
scaffold_1	98960	99825	+	Acherito.4.115_000034-T1		g00460_2	98	346	1202
scaffold_1	99736	103604	-	Acherito.4.115_000035-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	102956	105627	-	Acherito.4.115_000036-T1	Nuclear receptor 2C2-associated protein	g00597_2	98	346	1042
scaffold_1	105909	107487	+	Acherito.4.115_000037-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	107505	108164	-	Acherito.4.115_000038-T1		g06005	98	343	344
scaffold_1	108263	111459	+	Acherito.4.115_000039-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	111956	113587	+	Acherito.4.115_000040-T1		g00027_82	98	346	676
scaffold_1	113635	114992	-	Acherito.4.115_000041-T1		g02042	98	345	346
scaffold_1	116082	120123	-	Acherito.4.115_000042-T1		g00942	98	346	678
scaffold_1	120343	121549	-	Acherito.4.115_000043-T1		g00942	98	346	678
scaffold_1	121842	122727	-	Acherito.4.115_000044-T1		g01350	98	346	1045
scaffold_1	123337	126060	-	Acherito.4.115_000045-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	126131	128466	+	Acherito.4.115_000046-T1		g00573_2	98	346	1046
scaffold_1	129658	134682	-	Acherito.4.115_000047-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	134660	135883	-	Acherito.4.115_000048-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	136161	140648	-	Acherito.4.115_000049-T1		g00047_5	98	345	686
scaffold_1	141000	141797	-	Acherito.4.115_000050-T1		g00047_5	98	345	686
scaffold_1	141732	150170	+	Acherito.4.115_000051-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	147093	150222	-	Acherito.4.115_000052-T1	GTP binding protein	g00568	98	346	1056
scaffold_1	151656	152804	+	Acherito.4.115_000053-T1		g00070	98	346	1251
scaffold_1	153335	154976	+	Acherito.4.115_000054-T1	ribosome bioproteinsis protein tsr3	g00070	98	346	1251
scaffold_1	154891	155739	-	Acherito.4.115_000055-T1		g00070	98	346	1251
scaffold_1	155885	156571	+	Acherito.4.115_000056-T1		g00070	98	346	1251
scaffold_1	157084	158696	+	Acherito.4.115_000057-T1		g02626	98	344	344
scaffold_1	159308	160364	-	Acherito.4.115_000058-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	160741	161990	-	Acherito.4.115_000059-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	162483	165504	-	Acherito.4.115_000060-T1		g00179_3	98	345	692
scaffold_1	166080	168919	+	Acherito.4.115_000061-T1		g00531	98	346	1417
