CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	2805	5136	+	IA12No8_000001-T1		g00025_19	90	345	4663
scaffold_1	5673	6623	-	IA12No8_000002-T1		g00025_15	98	346	9872
scaffold_1	9568	11357	-	IA12No8_006984-T1		g00025_19	90	345	4663
scaffold_1	11945	12892	+	IA12No8_000003-T1		g00025_21	80	339	4229
scaffold_1	13827	15743	-	IA12No8_000004-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	18533	19779	+	IA12No8_000005-T1		g01053_1	98	341	341
scaffold_1	21031	22834	+	IA12No8_000006-T1		g01027_2	98	346	695
scaffold_1	23029	26340	-	IA12No8_000007-T1		g00815_2	80	344	348
scaffold_1	27285	28910	+	IA12No8_000008-T1		g00691_1	98	346	348
scaffold_1	28979	29566	-	IA12No8_000009-T1		g04916	98	344	345
scaffold_1	29920	31806	+	IA12No8_000010-T1		g01742	98	346	1038
scaffold_1	31792	34235	+	IA12No8_000011-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	34059	36016	-	IA12No8_000012-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	36118	37794	-	IA12No8_000013-T1	sorting nexin	g03562	98	345	346
scaffold_1	38356	39966	+	IA12No8_000014-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	40000	45456	-	IA12No8_000015-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	52607	56062	-	IA12No8_000019-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	56167	56565	-	IA12No8_000020-T1		g00397	98	346	1037
scaffold_1	58286	59518	-	IA12No8_000021-T1		g00160_3	98	327	331
scaffold_1	62219	64834	+	IA12No8_000022-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	64914	69042	+	IA12No8_000023-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	69758	72223	+	IA12No8_000024-T1		g00027_15	98	345	347
scaffold_1	72985	76544	+	IA12No8_000025-T1		g00760_1	98	345	350
scaffold_1	76622	78922	+	IA12No8_000026-T1		g02137	98	346	350
scaffold_1	78916	82258	-	IA12No8_000027-T1		g00034_2	98	346	348
scaffold_1	82926	84398	-	IA12No8_000028-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	86483	87408	+	IA12No8_000029-T1		g00528	98	344	346
scaffold_1	87622	91367	-	IA12No8_000030-T1		g01711	98	346	349
scaffold_1	91465	92589	-	IA12No8_000031-T1		g01786	98	345	688
scaffold_1	92898	95110	-	IA12No8_000032-T1		g01786	98	345	688
scaffold_1	95711	96403	-	IA12No8_000033-T1		g02596	98	346	347
scaffold_1	96459	97048	-	IA12No8_000034-T1		g00017	98	346	346
scaffold_1	97679	99315	+	IA12No8_000035-T1		g00460_2	98	346	1202
scaffold_1	99753	100713	-	IA12No8_000036-T1		g02790	98	345	348
scaffold_1	101031	101896	+	IA12No8_000037-T1		g00460_2	98	346	1202
scaffold_1	101925	104844	-	IA12No8_000038-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	105027	105625	-	IA12No8_000039-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	105671	107698	-	IA12No8_000040-T1		g00597_2	98	346	1042
scaffold_1	107980	109558	+	IA12No8_000041-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	109571	110235	-	IA12No8_000042-T1		g06005	98	343	344
scaffold_1	110334	113530	+	IA12No8_000043-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	114027	115658	+	IA12No8_000044-T1		g00027_82	98	346	676
scaffold_1	115706	117063	-	IA12No8_000045-T1		g02042	98	345	346
scaffold_1	117962	122024	-	IA12No8_000046-T1		g00942	98	346	678
scaffold_1	122244	123450	-	IA12No8_000047-T1		g00942	98	346	678
scaffold_1	123743	124688	-	IA12No8_000048-T1		g01350	98	346	1045
scaffold_1	125238	127961	-	IA12No8_000049-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	128032	130367	+	IA12No8_000050-T1		g00573_2	98	346	1046
